prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has achievement,has achievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has item,has item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has playing area,has playing area,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,owns item,owns item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,plays game,played game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.8878; levenshtein=0.8000; semantic=0.9012; sequence_match=0.8421,False,0.877,True,selected
ObjectProperty,is event associated to player,has game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4938; levenshtein=0.1600; semantic=0.4526; sequence_match=0.2500,False,0.3988,False,top-3 avg score 0.3988 < final_threshold 0.7
ObjectProperty,is event associated to player,first IAP game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5259; levenshtein=0.2400; semantic=0.3444; sequence_match=0.3243,False,0.3982,False,top-3 avg score 0.3982 < final_threshold 0.7
ObjectProperty,is achievement in game,has player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4683; levenshtein=0.1053; semantic=0.5093; sequence_match=0.2143,False,0.3973,False,top-3 avg score 0.3973 < final_threshold 0.7
ObjectProperty,is player in session,has in app purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5735; levenshtein=0.1176; semantic=0.3151; sequence_match=0.3030,False,0.3972,False,top-3 avg score 0.3972 < final_threshold 0.7
ObjectProperty,owns item,first IAP player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2143; semantic=0.4064; sequence_match=0.2727,False,0.397,False,top-3 avg score 0.3970 < final_threshold 0.7
ObjectProperty,is player in session,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5399; levenshtein=0.1765; semantic=0.4284; sequence_match=0.2222,False,0.3968,False,top-3 avg score 0.3968 < final_threshold 0.7
ObjectProperty,has playing area,participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4706; levenshtein=0.2143; semantic=0.3989; sequence_match=0.3200,False,0.3965,False,top-3 avg score 0.3965 < final_threshold 0.7
ObjectProperty,is character in session,has in app purchase,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5417; levenshtein=0.1500; semantic=0.3140; sequence_match=0.3333,False,0.3963,False,top-3 avg score 0.3963 < final_threshold 0.7
ObjectProperty,involves player,has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5246; levenshtein=0.0714; semantic=0.5097; sequence_match=0.1538,False,0.396,False,top-3 avg score 0.3960 < final_threshold 0.7
ObjectProperty,has character,first IAP game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.3825; sequence_match=0.2500,False,0.396,False,top-3 avg score 0.3960 < final_threshold 0.7
ObjectProperty,is player in session,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5189; levenshtein=0.1765; semantic=0.4188; sequence_match=0.2500,False,0.3959,False,top-3 avg score 0.3959 < final_threshold 0.7
ObjectProperty,is event associated to player,purchased in game,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5422; levenshtein=0.2400; semantic=0.4054; sequence_match=0.1500,False,0.3959,False,top-3 avg score 0.3959 < final_threshold 0.7
ObjectProperty,involves character,first IAP player,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5420; levenshtein=0.1765; semantic=0.3211; sequence_match=0.3226,False,0.3952,False,top-3 avg score 0.3952 < final_threshold 0.7
ObjectProperty,is character in session,first IAP game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5639; levenshtein=0.1500; semantic=0.3093; sequence_match=0.3125,False,0.3952,False,top-3 avg score 0.3952 < final_threshold 0.7
ObjectProperty,is player in session,has game equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4649; levenshtein=0.1176; semantic=0.4780; sequence_match=0.2424,False,0.3951,False,top-3 avg score 0.3951 < final_threshold 0.7
ObjectProperty,lives in,purchased in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.3827; sequence_match=0.2727,False,0.3949,False,top-3 avg score 0.3949 < final_threshold 0.7
ObjectProperty,purchases game offering,owns item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5060; levenshtein=0.0952; semantic=0.4719; sequence_match=0.2069,False,0.3949,False,top-3 avg score 0.3949 < final_threshold 0.7
ObjectProperty,plays game,resides in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.0000; semantic=0.4793; sequence_match=0.2222,False,0.3943,False,top-3 avg score 0.3943 < final_threshold 0.7
ObjectProperty,is session in game,has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4317; levenshtein=0.2000; semantic=0.4785; sequence_match=0.2727,False,0.3943,False,top-3 avg score 0.3943 < final_threshold 0.7
ObjectProperty,is character in session,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5519; levenshtein=0.2000; semantic=0.3679; sequence_match=0.2632,False,0.3943,False,top-3 avg score 0.3943 < final_threshold 0.7
ObjectProperty,is friend with player,purchased in game,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5889; levenshtein=0.1667; semantic=0.4261; sequence_match=0.1212,False,0.3939,False,top-3 avg score 0.3939 < final_threshold 0.7
ObjectProperty,is character in session,has game achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5519; levenshtein=0.2000; semantic=0.4179; sequence_match=0.2105,False,0.3934,False,top-3 avg score 0.3934 < final_threshold 0.7
ObjectProperty,is event associated to player,owns item,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5522; levenshtein=0.2000; semantic=0.4279; sequence_match=0.1818,False,0.3934,False,top-3 avg score 0.3934 < final_threshold 0.7
ObjectProperty,owns achievement,first IAP game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4500; levenshtein=0.2000; semantic=0.4329; sequence_match=0.2963,False,0.3931,False,top-3 avg score 0.3931 < final_threshold 0.7
ObjectProperty,is achievement in game,used item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5219; levenshtein=0.2105; semantic=0.4349; sequence_match=0.2222,False,0.393,False,top-3 avg score 0.3930 < final_threshold 0.7
ObjectProperty,lives in,used item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.4215; sequence_match=0.2667,False,0.3927,False,top-3 avg score 0.3927 < final_threshold 0.7
ObjectProperty,has item,first IAP player,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5357; levenshtein=0.2143; semantic=0.4259; sequence_match=0.1905,False,0.392,False,top-3 avg score 0.3920 < final_threshold 0.7
ObjectProperty,owns achievement,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4984; levenshtein=0.1333; semantic=0.4698; sequence_match=0.2069,False,0.3917,False,top-3 avg score 0.3917 < final_threshold 0.7
ObjectProperty,is friend with player,has game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4656; levenshtein=0.1111; semantic=0.5491; sequence_match=0.1600,False,0.3916,False,top-3 avg score 0.3916 < final_threshold 0.7
ObjectProperty,owns item,has in app purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4097; levenshtein=0.0625; semantic=0.5149; sequence_match=0.2500,False,0.3915,False,top-3 avg score 0.3915 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has in app purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5067; levenshtein=0.2105; semantic=0.3819; sequence_match=0.2857,False,0.3914,False,top-3 avg score 0.3914 < final_threshold 0.7
ObjectProperty,is player in session,has game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4239; levenshtein=0.1176; semantic=0.5001; sequence_match=0.2500,False,0.3913,False,top-3 avg score 0.3913 < final_threshold 0.7
ObjectProperty,involves character,has player equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4574; levenshtein=0.1111; semantic=0.4309; sequence_match=0.2857,False,0.3913,False,top-3 avg score 0.3913 < final_threshold 0.7
ObjectProperty,is event associated to player,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5022; levenshtein=0.2000; semantic=0.3830; sequence_match=0.2857,False,0.3903,False,top-3 avg score 0.3903 < final_threshold 0.7
ObjectProperty,is event associated to player,has game equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1600; semantic=0.4339; sequence_match=0.1951,False,0.3902,False,top-3 avg score 0.3902 < final_threshold 0.7
ObjectProperty,has game genre,used item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.4427; sequence_match=0.2000,False,0.3901,False,top-3 avg score 0.3901 < final_threshold 0.7
ObjectProperty,is player in session,co participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4937; levenshtein=0.1765; semantic=0.4098; sequence_match=0.2667,False,0.3901,False,top-3 avg score 0.3901 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5497; levenshtein=0.1579; semantic=0.4268; sequence_match=0.1935,False,0.39,False,top-3 avg score 0.3900 < final_threshold 0.7
ObjectProperty,is friend with player,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.1667; semantic=0.3715; sequence_match=0.3077,False,0.39,False,top-3 avg score 0.3900 < final_threshold 0.7
ObjectProperty,owns achievement,resides in,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4037; levenshtein=0.2667; semantic=0.4993; sequence_match=0.0833,False,0.3899,False,top-3 avg score 0.3899 < final_threshold 0.7
ObjectProperty,has feature,co participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4859; levenshtein=0.0769; semantic=0.4229; sequence_match=0.2609,False,0.3899,False,top-3 avg score 0.3899 < final_threshold 0.7
ObjectProperty,is event associated to player,has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5259; levenshtein=0.2000; semantic=0.3714; sequence_match=0.2703,False,0.3892,False,top-3 avg score 0.3892 < final_threshold 0.7
ObjectProperty,has item,co participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4420; levenshtein=0.1538; semantic=0.4215; sequence_match=0.3000,False,0.3878,False,top-3 avg score 0.3878 < final_threshold 0.7
ObjectProperty,plays game,owns item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.4691; sequence_match=0.2353,False,0.3876,False,top-3 avg score 0.3876 < final_threshold 0.7
ObjectProperty,has game genre,participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5076; levenshtein=0.1667; semantic=0.3942; sequence_match=0.2609,False,0.3876,False,top-3 avg score 0.3876 < final_threshold 0.7
ObjectProperty,is player in session,owns item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4951; levenshtein=0.1176; semantic=0.4259; sequence_match=0.2400,False,0.387,False,top-3 avg score 0.3870 < final_threshold 0.7
ObjectProperty,is event associated to player,purchased item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5201; levenshtein=0.2000; semantic=0.3747; sequence_match=0.2632,False,0.386,False,top-3 avg score 0.3860 < final_threshold 0.7
ObjectProperty,is event associated to player,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1600; semantic=0.3739; sequence_match=0.2424,False,0.386,False,top-3 avg score 0.3860 < final_threshold 0.7
ObjectProperty,is character in session,owns item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4833; levenshtein=0.1000; semantic=0.4586; sequence_match=0.2143,False,0.3854,False,top-3 avg score 0.3854 < final_threshold 0.7
ObjectProperty,is session in game,has player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4519; levenshtein=0.1333; semantic=0.5369; sequence_match=0.1667,False,0.3851,False,top-3 avg score 0.3851 < final_threshold 0.7
ObjectProperty,involves player,has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.5271; sequence_match=0.1905,False,0.3847,False,top-3 avg score 0.3847 < final_threshold 0.7
ObjectProperty,has feature,participant,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.0909; semantic=0.4498; sequence_match=0.2857,False,0.3829,False,top-3 avg score 0.3829 < final_threshold 0.7
ObjectProperty,plays game,used item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.4550; sequence_match=0.2353,False,0.3829,False,top-3 avg score 0.3829 < final_threshold 0.7
ObjectProperty,is character in game,used item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4118; levenshtein=0.2353; semantic=0.4163; sequence_match=0.3200,False,0.3827,False,top-3 avg score 0.3827 < final_threshold 0.7
ObjectProperty,lives in,has player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.0000; semantic=0.4793; sequence_match=0.2500,False,0.3824,False,top-3 avg score 0.3824 < final_threshold 0.7
ObjectProperty,purchases game offering,first IAP player,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5159; levenshtein=0.2381; semantic=0.3915; sequence_match=0.2286,False,0.3818,False,top-3 avg score 0.3818 < final_threshold 0.7
ObjectProperty,is achievement in game,has purchaser,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4942; levenshtein=0.1053; semantic=0.3932; sequence_match=0.2581,False,0.3818,False,top-3 avg score 0.3818 < final_threshold 0.7
ObjectProperty,purchases game offering,co participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4713; levenshtein=0.1429; semantic=0.3784; sequence_match=0.2941,False,0.3813,False,top-3 avg score 0.3813 < final_threshold 0.7
ObjectProperty,owns item,co participant,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.1538; semantic=0.4339; sequence_match=0.2857,False,0.3812,False,top-3 avg score 0.3812 < final_threshold 0.7
ObjectProperty,involves player,has game achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4116; levenshtein=0.1111; semantic=0.4816; sequence_match=0.2500,False,0.3811,False,top-3 avg score 0.3811 < final_threshold 0.7
ObjectProperty,involves player,earned achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4171; levenshtein=0.1176; semantic=0.4676; sequence_match=0.2581,False,0.3809,False,top-3 avg score 0.3809 < final_threshold 0.7
ObjectProperty,is session in game,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4870; levenshtein=0.2000; semantic=0.4033; sequence_match=0.2500,False,0.3801,False,top-3 avg score 0.3801 < final_threshold 0.7
ObjectProperty,involves player,first IAP game,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5246; levenshtein=0.2143; semantic=0.4002; sequence_match=0.1538,False,0.3797,False,top-3 avg score 0.3797 < final_threshold 0.7
ObjectProperty,has feature,resides in,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.1000; semantic=0.4927; sequence_match=0.2105,False,0.3789,False,top-3 avg score 0.3789 < final_threshold 0.7
ObjectProperty,is event associated to player,used item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4750; levenshtein=0.2000; semantic=0.3577; sequence_match=0.3030,False,0.3786,False,top-3 avg score 0.3786 < final_threshold 0.7
ObjectProperty,is session in game,participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4601; levenshtein=0.2000; semantic=0.4436; sequence_match=0.2308,False,0.3782,False,top-3 avg score 0.3782 < final_threshold 0.7
ObjectProperty,is event associated to player,has in app purchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6083; levenshtein=0.2000; semantic=0.3250; sequence_match=0.1463,False,0.3778,False,top-3 avg score 0.3778 < final_threshold 0.7
ObjectProperty,involves player,co participant,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4478; levenshtein=0.0714; semantic=0.5363; sequence_match=0.1481,False,0.3774,False,top-3 avg score 0.3774 < final_threshold 0.7
ObjectProperty,has leaderboard,owns item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.0714; semantic=0.4835; sequence_match=0.1818,False,0.3765,False,top-3 avg score 0.3765 < final_threshold 0.7
ObjectProperty,owns item,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1429; semantic=0.4343; sequence_match=0.1818,False,0.376,False,top-3 avg score 0.3760 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4961; levenshtein=0.1579; semantic=0.4094; sequence_match=0.2222,False,0.3759,False,top-3 avg score 0.3759 < final_threshold 0.7
ObjectProperty,lives in,has game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.5557; sequence_match=0.1429,False,0.3757,False,top-3 avg score 0.3757 < final_threshold 0.7
ObjectProperty,involves player,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1429; semantic=0.4325; sequence_match=0.1818,False,0.3754,False,top-3 avg score 0.3754 < final_threshold 0.7
ObjectProperty,involves player,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4934; levenshtein=0.0714; semantic=0.4581; sequence_match=0.1739,False,0.3751,False,top-3 avg score 0.3751 < final_threshold 0.7
ObjectProperty,is player in session,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4827; levenshtein=0.1765; semantic=0.4489; sequence_match=0.1935,False,0.3751,False,top-3 avg score 0.3751 < final_threshold 0.7
ObjectProperty,is character in session,played game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.1500; semantic=0.4751; sequence_match=0.2000,False,0.375,False,top-3 avg score 0.3750 < final_threshold 0.7
ObjectProperty,involves player,used item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1429; semantic=0.4309; sequence_match=0.1818,False,0.3749,False,top-3 avg score 0.3749 < final_threshold 0.7
ObjectProperty,is event associated to player,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5244; levenshtein=0.1600; semantic=0.3645; sequence_match=0.2353,False,0.3747,False,top-3 avg score 0.3747 < final_threshold 0.7
ObjectProperty,has playing area,co participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4473; levenshtein=0.1429; semantic=0.3758; sequence_match=0.2963,False,0.3731,False,top-3 avg score 0.3731 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has purchaser,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4942; levenshtein=0.1579; semantic=0.3644; sequence_match=0.2581,False,0.3722,False,top-3 avg score 0.3722 < final_threshold 0.7
ObjectProperty,has achievement,first IAP player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.0714; semantic=0.4571; sequence_match=0.2143,False,0.3706,False,top-3 avg score 0.3706 < final_threshold 0.7
ObjectProperty,is event associated to player,resides in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5907; levenshtein=0.1600; semantic=0.3430; sequence_match=0.1765,False,0.3701,False,top-3 avg score 0.3701 < final_threshold 0.7
ObjectProperty,lives in,has in app purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4276; levenshtein=0.0625; semantic=0.4189; sequence_match=0.2609,False,0.3691,False,top-3 avg score 0.3691 < final_threshold 0.7
ObjectProperty,involves player,has in app purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5030; levenshtein=0.1875; semantic=0.4029; sequence_match=0.2000,False,0.3686,False,top-3 avg score 0.3686 < final_threshold 0.7
ObjectProperty,involves character,has game equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4022; levenshtein=0.0588; semantic=0.4583; sequence_match=0.2424,False,0.3676,False,top-3 avg score 0.3676 < final_threshold 0.7
ObjectProperty,is player in session,has game achievement,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4510; levenshtein=0.2222; semantic=0.4286; sequence_match=0.1714,False,0.3673,False,top-3 avg score 0.3673 < final_threshold 0.7
ObjectProperty,lives in,first IAP game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5595; levenshtein=0.1667; semantic=0.3307; sequence_match=0.2105,False,0.3669,False,top-3 avg score 0.3669 < final_threshold 0.7
ObjectProperty,involves character,has equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4369; levenshtein=0.1176; semantic=0.4528; sequence_match=0.2069,False,0.3655,False,top-3 avg score 0.3655 < final_threshold 0.7
ObjectProperty,is session in game,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4667; levenshtein=0.2222; semantic=0.3864; sequence_match=0.2424,False,0.3652,False,top-3 avg score 0.3652 < final_threshold 0.7
ObjectProperty,involves character,used item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4060; levenshtein=0.1765; semantic=0.4457; sequence_match=0.2400,False,0.3639,False,top-3 avg score 0.3639 < final_threshold 0.7
ObjectProperty,involves player,has game equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4232; levenshtein=0.1250; semantic=0.5340; sequence_match=0.1333,False,0.3635,False,top-3 avg score 0.3635 < final_threshold 0.7
ObjectProperty,is character in session,used item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4917; levenshtein=0.2000; semantic=0.3839; sequence_match=0.2143,False,0.3633,False,top-3 avg score 0.3633 < final_threshold 0.7
ObjectProperty,lives in,first IAP player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.3508; sequence_match=0.1905,False,0.363,False,top-3 avg score 0.3630 < final_threshold 0.7
ObjectProperty,involves player,purchased in game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4341; levenshtein=0.1333; semantic=0.4470; sequence_match=0.2069,False,0.3627,False,top-3 avg score 0.3627 < final_threshold 0.7
ObjectProperty,owns achievement,first IAP player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4341; levenshtein=0.1333; semantic=0.4464; sequence_match=0.2069,False,0.3625,False,top-3 avg score 0.3625 < final_threshold 0.7
ObjectProperty,has leaderboard,first IAP game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5246; levenshtein=0.1429; semantic=0.4088; sequence_match=0.1538,False,0.3624,False,top-3 avg score 0.3624 < final_threshold 0.7
ObjectProperty,is leaderboard in game,owns item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3999; levenshtein=0.1579; semantic=0.4599; sequence_match=0.2222,False,0.3607,False,top-3 avg score 0.3607 < final_threshold 0.7
ObjectProperty,has leaderboard,participant,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3846; levenshtein=0.1429; semantic=0.5371; sequence_match=0.1600,False,0.3606,False,top-3 avg score 0.3606 < final_threshold 0.7
ObjectProperty,is player in session,used item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4951; levenshtein=0.2353; semantic=0.3438; sequence_match=0.2400,False,0.3596,False,top-3 avg score 0.3596 < final_threshold 0.7
ObjectProperty,is player in session,earned achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5126; levenshtein=0.0588; semantic=0.3869; sequence_match=0.1765,False,0.3587,False,top-3 avg score 0.3587 < final_threshold 0.7
ObjectProperty,has game genre,owns item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.0833; semantic=0.4418; sequence_match=0.2000,False,0.3575,False,top-3 avg score 0.3575 < final_threshold 0.7
ObjectProperty,is friend with player,has in app purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5231; levenshtein=0.1667; semantic=0.3656; sequence_match=0.1765,False,0.3551,False,top-3 avg score 0.3551 < final_threshold 0.7
ObjectProperty,is session in game,has in app purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4819; levenshtein=0.1875; semantic=0.3847; sequence_match=0.1935,False,0.3534,False,top-3 avg score 0.3534 < final_threshold 0.7
ObjectProperty,has leaderboard,co participant,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3706; levenshtein=0.0714; semantic=0.4639; sequence_match=0.2222,False,0.3522,False,top-3 avg score 0.3522 < final_threshold 0.7
ObjectProperty,is session in game,co participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4393; levenshtein=0.2000; semantic=0.3940; sequence_match=0.2143,False,0.3492,False,top-3 avg score 0.3492 < final_threshold 0.7
ObjectProperty,involves character,resides in,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3932; levenshtein=0.1176; semantic=0.4946; sequence_match=0.1538,False,0.3472,False,top-3 avg score 0.3472 < final_threshold 0.7
ObjectProperty,lives in,purchased item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4420; levenshtein=0.1538; semantic=0.3956; sequence_match=0.2000,False,0.3459,False,top-3 avg score 0.3459 < final_threshold 0.7
ObjectProperty,involves player,resides in,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.1429; semantic=0.4582; sequence_match=0.1739,False,0.3456,False,top-3 avg score 0.3456 < final_threshold 0.7
ObjectProperty,involves player,purchased item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4478; levenshtein=0.1429; semantic=0.4383; sequence_match=0.1481,False,0.3448,False,top-3 avg score 0.3448 < final_threshold 0.7
ObjectProperty,has game genre,co participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4402; levenshtein=0.0769; semantic=0.3537; sequence_match=0.2400,False,0.3446,False,top-3 avg score 0.3446 < final_threshold 0.7
ObjectProperty,involves character,first IAP game,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5036; levenshtein=0.1765; semantic=0.3508; sequence_match=0.1379,False,0.3436,False,top-3 avg score 0.3436 < final_threshold 0.7
ObjectProperty,owns character,resides in,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3960; levenshtein=0.0769; semantic=0.5436; sequence_match=0.0909,False,0.3435,False,top-3 avg score 0.3435 < final_threshold 0.7
ObjectProperty,is session in game,has purchaser,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4500; levenshtein=0.1333; semantic=0.3481; sequence_match=0.2222,False,0.3401,False,top-3 avg score 0.3401 < final_threshold 0.7
ObjectProperty,is event associated to player,has purchaser,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4133; levenshtein=0.2000; semantic=0.4069; sequence_match=0.1622,False,0.3401,False,top-3 avg score 0.3401 < final_threshold 0.7
ObjectProperty,is session in game,has ability,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3889; levenshtein=0.2000; semantic=0.4278; sequence_match=0.1600,False,0.3389,False,top-3 avg score 0.3389 < final_threshold 0.7
ObjectProperty,owns item,participant,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3106; levenshtein=0.0909; semantic=0.4715; sequence_match=0.2105,False,0.3309,False,top-3 avg score 0.3309 < final_threshold 0.7
ObjectProperty,lives in,has purchaser,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4087; levenshtein=0.0833; semantic=0.4770; sequence_match=0.1053,False,0.3303,False,top-3 avg score 0.3303 < final_threshold 0.7
ObjectProperty,is player in session,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4510; levenshtein=0.1111; semantic=0.3449; sequence_match=0.1714,False,0.3224,False,top-3 avg score 0.3224 < final_threshold 0.7
DatatypeProperty,release date,release date,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
DatatypeProperty,username,has username,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8258; levenshtein=0.7273; semantic=0.9102; sequence_match=0.8421,False,0.8593,True,selected
