prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has achievement,has achievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has item,has item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has playing area,has playing area,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,plays game,plays game,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,owns achievement,obtains achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.8490; levenshtein=0.7778; semantic=0.8541; sequence_match=0.8485,False,0.8506,True,selected
ObjectProperty,lives in,obtained by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.2000; semantic=0.4670; sequence_match=0.2353,False,0.3891,False,top-3 avg score 0.3891 < final_threshold 0.7
ObjectProperty,is friend with player,ability of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.2222; semantic=0.3976; sequence_match=0.2963,False,0.3887,False,top-3 avg score 0.3887 < final_threshold 0.7
ObjectProperty,owns item,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.4691; sequence_match=0.2353,False,0.3876,False,top-3 avg score 0.3876 < final_threshold 0.7
ObjectProperty,is achievement in game,made purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4942; levenshtein=0.2105; semantic=0.4094; sequence_match=0.2581,False,0.3872,False,top-3 avg score 0.3872 < final_threshold 0.7
ObjectProperty,has game genre,is friend of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5167; levenshtein=0.1667; semantic=0.3717; sequence_match=0.2727,False,0.387,False,top-3 avg score 0.3870 < final_threshold 0.7
ObjectProperty,is event associated to player,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1600; semantic=0.3739; sequence_match=0.2424,False,0.386,False,top-3 avg score 0.3860 < final_threshold 0.7
ObjectProperty,has achievement,for player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4550; levenshtein=0.0714; semantic=0.5262; sequence_match=0.1739,False,0.385,False,top-3 avg score 0.3850 < final_threshold 0.7
ObjectProperty,is session in game,ability of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5111; levenshtein=0.1333; semantic=0.3936; sequence_match=0.2500,False,0.3849,False,top-3 avg score 0.3849 < final_threshold 0.7
ObjectProperty,involves character,is friend of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4647; levenshtein=0.1176; semantic=0.4674; sequence_match=0.2222,False,0.3848,False,top-3 avg score 0.3848 < final_threshold 0.7
ObjectProperty,involves player,has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.5271; sequence_match=0.1905,False,0.3847,False,top-3 avg score 0.3847 < final_threshold 0.7
ObjectProperty,owns item,has player game per game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5083; levenshtein=0.1000; semantic=0.4315; sequence_match=0.2143,False,0.3847,False,top-3 avg score 0.3847 < final_threshold 0.7
ObjectProperty,is event associated to player,played by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3872; levenshtein=0.1600; semantic=0.4624; sequence_match=0.3030,False,0.3842,False,top-3 avg score 0.3842 < final_threshold 0.7
ObjectProperty,is event associated to player,equipment of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5396; levenshtein=0.2000; semantic=0.3346; sequence_match=0.2778,False,0.384,False,top-3 avg score 0.3840 < final_threshold 0.7
ObjectProperty,is player in session,made purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5621; levenshtein=0.1765; semantic=0.3135; sequence_match=0.2759,False,0.3838,False,top-3 avg score 0.3838 < final_threshold 0.7
ObjectProperty,is character in game,made purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.2353; semantic=0.3531; sequence_match=0.2759,False,0.3837,False,top-3 avg score 0.3837 < final_threshold 0.7
ObjectProperty,has feature,achievement type of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4647; levenshtein=0.2353; semantic=0.4510; sequence_match=0.1481,False,0.3837,False,top-3 avg score 0.3837 < final_threshold 0.7
ObjectProperty,is character in session,equipment of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5596; levenshtein=0.1500; semantic=0.3976; sequence_match=0.1935,False,0.3836,False,top-3 avg score 0.3836 < final_threshold 0.7
ObjectProperty,is player in session,ability of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4832; levenshtein=0.1765; semantic=0.3589; sequence_match=0.3077,False,0.3833,False,top-3 avg score 0.3833 < final_threshold 0.7
ObjectProperty,involves player,made purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5246; levenshtein=0.1429; semantic=0.3882; sequence_match=0.2308,False,0.3812,False,top-3 avg score 0.3812 < final_threshold 0.7
ObjectProperty,lives in,belongs to game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4597; levenshtein=0.1538; semantic=0.4838; sequence_match=0.2000,False,0.3812,False,top-3 avg score 0.3812 < final_threshold 0.7
ObjectProperty,has achievement,played by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.4968; sequence_match=0.1818,False,0.381,False,top-3 avg score 0.3810 < final_threshold 0.7
ObjectProperty,is leaderboard in game,made purchase,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.4386; levenshtein=0.3158; semantic=0.3070; sequence_match=0.3871,False,0.3805,False,top-3 avg score 0.3805 < final_threshold 0.7
ObjectProperty,owns item,is friend of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1000; semantic=0.4796; sequence_match=0.1111,False,0.3802,False,top-3 avg score 0.3802 < final_threshold 0.7
ObjectProperty,is session in game,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4870; levenshtein=0.2000; semantic=0.4033; sequence_match=0.2500,False,0.3801,False,top-3 avg score 0.3801 < final_threshold 0.7
ObjectProperty,involves character,plays game,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4766; levenshtein=0.2353; semantic=0.4284; sequence_match=0.1538,False,0.3801,False,top-3 avg score 0.3801 < final_threshold 0.7
ObjectProperty,has leaderboard,for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.5113; sequence_match=0.1905,False,0.3794,False,top-3 avg score 0.3794 < final_threshold 0.7
ObjectProperty,involves character,purchased by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4496; levenshtein=0.1765; semantic=0.4029; sequence_match=0.2857,False,0.3794,False,top-3 avg score 0.3794 < final_threshold 0.7
ObjectProperty,is achievement in game,for player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4425; levenshtein=0.0526; semantic=0.5506; sequence_match=0.1429,False,0.3786,False,top-3 avg score 0.3786 < final_threshold 0.7
ObjectProperty,has game genre,played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.4637; sequence_match=0.2000,False,0.3786,False,top-3 avg score 0.3786 < final_threshold 0.7
ObjectProperty,has leaderboard,equipment of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4957; levenshtein=0.1429; semantic=0.4001; sequence_match=0.2400,False,0.3786,False,top-3 avg score 0.3786 < final_threshold 0.7
ObjectProperty,is player in session,purchased by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5217; levenshtein=0.1765; semantic=0.3284; sequence_match=0.2857,False,0.3786,False,top-3 avg score 0.3786 < final_threshold 0.7
ObjectProperty,lives in,owned by,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.5618; sequence_match=0.1429,False,0.3777,False,top-3 avg score 0.3777 < final_threshold 0.7
ObjectProperty,is character in game,played by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4559; levenshtein=0.1176; semantic=0.5165; sequence_match=0.1600,False,0.3775,False,top-3 avg score 0.3775 < final_threshold 0.7
ObjectProperty,owns achievement,played by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4611; levenshtein=0.1333; semantic=0.4967; sequence_match=0.1739,False,0.3772,False,top-3 avg score 0.3772 < final_threshold 0.7
ObjectProperty,owns item,made purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4028; levenshtein=0.0000; semantic=0.5289; sequence_match=0.2000,False,0.3772,False,top-3 avg score 0.3772 < final_threshold 0.7
ObjectProperty,has feature,playing area of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4859; levenshtein=0.1538; semantic=0.3846; sequence_match=0.2609,False,0.3771,False,top-3 avg score 0.3771 < final_threshold 0.7
ObjectProperty,is character in session,for player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4648; levenshtein=0.1500; semantic=0.4575; sequence_match=0.2069,False,0.3764,False,top-3 avg score 0.3764 < final_threshold 0.7
ObjectProperty,involves character,obtained by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4647; levenshtein=0.1176; semantic=0.4420; sequence_match=0.2222,False,0.3763,False,top-3 avg score 0.3763 < final_threshold 0.7
ObjectProperty,is character in session,has player game per game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4333; levenshtein=0.1000; semantic=0.3954; sequence_match=0.3000,False,0.3763,False,top-3 avg score 0.3763 < final_threshold 0.7
ObjectProperty,owns item,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1429; semantic=0.4343; sequence_match=0.1818,False,0.376,False,top-3 avg score 0.3760 < final_threshold 0.7
ObjectProperty,purchases game offering,is friend of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5127; levenshtein=0.1429; semantic=0.3571; sequence_match=0.2581,False,0.3759,False,top-3 avg score 0.3759 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4961; levenshtein=0.1579; semantic=0.4094; sequence_match=0.2222,False,0.3759,False,top-3 avg score 0.3759 < final_threshold 0.7
ObjectProperty,involves player,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1429; semantic=0.4325; sequence_match=0.1818,False,0.3754,False,top-3 avg score 0.3754 < final_threshold 0.7
ObjectProperty,involves player,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4934; levenshtein=0.0714; semantic=0.4581; sequence_match=0.1739,False,0.3751,False,top-3 avg score 0.3751 < final_threshold 0.7
ObjectProperty,is player in session,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4827; levenshtein=0.1765; semantic=0.4489; sequence_match=0.1935,False,0.3751,False,top-3 avg score 0.3751 < final_threshold 0.7
ObjectProperty,purchases game offering,played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5060; levenshtein=0.1429; semantic=0.4123; sequence_match=0.2069,False,0.375,False,top-3 avg score 0.3750 < final_threshold 0.7
ObjectProperty,is friend with player,made purchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5622; levenshtein=0.2222; semantic=0.3402; sequence_match=0.1333,False,0.3749,False,top-3 avg score 0.3749 < final_threshold 0.7
ObjectProperty,is event associated to player,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5244; levenshtein=0.1600; semantic=0.3645; sequence_match=0.2353,False,0.3747,False,top-3 avg score 0.3747 < final_threshold 0.7
ObjectProperty,is character in session,belongs to game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4761; levenshtein=0.1000; semantic=0.4645; sequence_match=0.1818,False,0.3741,False,top-3 avg score 0.3741 < final_threshold 0.7
ObjectProperty,involves player,ability of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4934; levenshtein=0.1429; semantic=0.4548; sequence_match=0.1739,False,0.374,False,top-3 avg score 0.3740 < final_threshold 0.7
ObjectProperty,has item,owned by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.5483; sequence_match=0.1429,False,0.3732,False,top-3 avg score 0.3732 < final_threshold 0.7
ObjectProperty,has feature,played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4833; levenshtein=0.1000; semantic=0.4140; sequence_match=0.2222,False,0.3732,False,top-3 avg score 0.3732 < final_threshold 0.7
ObjectProperty,is character in session,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4648; levenshtein=0.1000; semantic=0.4477; sequence_match=0.2069,False,0.3731,False,top-3 avg score 0.3731 < final_threshold 0.7
ObjectProperty,lives in,has player game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4420; levenshtein=0.1538; semantic=0.4762; sequence_match=0.2000,False,0.3727,False,top-3 avg score 0.3727 < final_threshold 0.7
ObjectProperty,has achievement,genre of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4762; levenshtein=0.1429; semantic=0.4503; sequence_match=0.1905,False,0.3723,False,top-3 avg score 0.3723 < final_threshold 0.7
ObjectProperty,is character in game,obtained by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4647; levenshtein=0.1765; semantic=0.3546; sequence_match=0.2963,False,0.3719,False,top-3 avg score 0.3719 < final_threshold 0.7
ObjectProperty,is achievement in game,ability of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4683; levenshtein=0.1579; semantic=0.4314; sequence_match=0.2143,False,0.3713,False,top-3 avg score 0.3713 < final_threshold 0.7
ObjectProperty,has character,obtained by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4556; levenshtein=0.0833; semantic=0.4766; sequence_match=0.1818,False,0.3713,False,top-3 avg score 0.3713 < final_threshold 0.7
ObjectProperty,has achievement,playing area of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4478; levenshtein=0.1429; semantic=0.4421; sequence_match=0.2222,False,0.3707,False,top-3 avg score 0.3707 < final_threshold 0.7
ObjectProperty,purchases game offering,ability of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.4157; sequence_match=0.2000,False,0.3692,False,top-3 avg score 0.3692 < final_threshold 0.7
ObjectProperty,is leaderboard in game,achievement type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4505; levenshtein=0.0526; semantic=0.3791; sequence_match=0.2778,False,0.3691,False,top-3 avg score 0.3691 < final_threshold 0.7
ObjectProperty,has playing area,genre of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.1429; semantic=0.4158; sequence_match=0.2857,False,0.3688,False,top-3 avg score 0.3688 < final_threshold 0.7
ObjectProperty,has feature,genre of,semantic+sequence_match+jaro_winkler,jaro_winkler=0.3286; levenshtein=0.1000; semantic=0.4205; sequence_match=0.3529,False,0.3674,False,top-3 avg score 0.3674 < final_threshold 0.7
ObjectProperty,is achievement in game,played by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4518; levenshtein=0.1053; semantic=0.4991; sequence_match=0.1481,False,0.3663,False,top-3 avg score 0.3663 < final_threshold 0.7
ObjectProperty,plays game,obtained by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4741; levenshtein=0.1000; semantic=0.4142; sequence_match=0.2105,False,0.3663,False,top-3 avg score 0.3663 < final_threshold 0.7
ObjectProperty,owns character,played by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4006; levenshtein=0.0769; semantic=0.5073; sequence_match=0.1905,False,0.3661,False,top-3 avg score 0.3661 < final_threshold 0.7
ObjectProperty,plays game,is friend of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4741; levenshtein=0.0000; semantic=0.4123; sequence_match=0.2105,False,0.3656,False,top-3 avg score 0.3656 < final_threshold 0.7
ObjectProperty,involves character,has equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4369; levenshtein=0.1176; semantic=0.4528; sequence_match=0.2069,False,0.3655,False,top-3 avg score 0.3655 < final_threshold 0.7
ObjectProperty,is session in game,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4667; levenshtein=0.2222; semantic=0.3864; sequence_match=0.2424,False,0.3652,False,top-3 avg score 0.3652 < final_threshold 0.7
ObjectProperty,is leaderboard in game,purchased by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5093; levenshtein=0.1053; semantic=0.3154; sequence_match=0.2667,False,0.3638,False,top-3 avg score 0.3638 < final_threshold 0.7
ObjectProperty,has character,played by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4028; levenshtein=0.0833; semantic=0.4874; sequence_match=0.2000,False,0.3634,False,top-3 avg score 0.3634 < final_threshold 0.7
ObjectProperty,is player in session,for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4239; levenshtein=0.1176; semantic=0.4983; sequence_match=0.1667,False,0.363,False,top-3 avg score 0.3630 < final_threshold 0.7
ObjectProperty,involves character,equipment of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4496; levenshtein=0.1176; semantic=0.4249; sequence_match=0.2143,False,0.3629,False,top-3 avg score 0.3629 < final_threshold 0.7
ObjectProperty,owns item,genre of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.4430; sequence_match=0.1333,False,0.3627,False,top-3 avg score 0.3627 < final_threshold 0.7
ObjectProperty,has character,genre of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4087; levenshtein=0.0833; semantic=0.4683; sequence_match=0.2105,False,0.3625,False,top-3 avg score 0.3625 < final_threshold 0.7
ObjectProperty,is leaderboard in game,genre of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.3458; sequence_match=0.2308,False,0.3624,False,top-3 avg score 0.3624 < final_threshold 0.7
ObjectProperty,is character in game,equipment of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4496; levenshtein=0.1176; semantic=0.4213; sequence_match=0.2143,False,0.3618,False,top-3 avg score 0.3618 < final_threshold 0.7
ObjectProperty,has achievement,owned by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.0714; semantic=0.5829; sequence_match=0.0952,False,0.361,False,top-3 avg score 0.3610 < final_threshold 0.7
ObjectProperty,involves character,for game,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4239; levenshtein=0.1765; semantic=0.4821; sequence_match=0.1667,False,0.3608,False,top-3 avg score 0.3608 < final_threshold 0.7
ObjectProperty,is leaderboard in game,obtained by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4544; levenshtein=0.2105; semantic=0.3518; sequence_match=0.2759,False,0.3607,False,top-3 avg score 0.3607 < final_threshold 0.7
ObjectProperty,is character in session,last played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4651; levenshtein=0.1500; semantic=0.3780; sequence_match=0.2353,False,0.3595,False,top-3 avg score 0.3595 < final_threshold 0.7
ObjectProperty,is achievement in game,genre of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4637; levenshtein=0.1053; semantic=0.3834; sequence_match=0.2308,False,0.3593,False,top-3 avg score 0.3593 < final_threshold 0.7
ObjectProperty,lives in,last played game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.4491; sequence_match=0.1905,False,0.3587,False,top-3 avg score 0.3587 < final_threshold 0.7
ObjectProperty,involves character,genre of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4239; levenshtein=0.1176; semantic=0.4830; sequence_match=0.1667,False,0.3579,False,top-3 avg score 0.3579 < final_threshold 0.7
ObjectProperty,plays game,ability of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4444; levenshtein=0.0000; semantic=0.4055; sequence_match=0.2222,False,0.3574,False,top-3 avg score 0.3574 < final_threshold 0.7
ObjectProperty,involves character,ability of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3922; levenshtein=0.0588; semantic=0.5235; sequence_match=0.1538,False,0.3565,False,top-3 avg score 0.3565 < final_threshold 0.7
ObjectProperty,has playing area,achievement type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4827; levenshtein=0.1176; semantic=0.3910; sequence_match=0.1935,False,0.3558,False,top-3 avg score 0.3558 < final_threshold 0.7
ObjectProperty,is player in session,obtained by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4647; levenshtein=0.2353; semantic=0.3060; sequence_match=0.2963,False,0.3557,False,top-3 avg score 0.3557 < final_threshold 0.7
ObjectProperty,is leaderboard in game,ability of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4729; levenshtein=0.1579; semantic=0.3785; sequence_match=0.2143,False,0.3552,False,top-3 avg score 0.3552 < final_threshold 0.7
ObjectProperty,is player in session,achievement type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5126; levenshtein=0.1765; semantic=0.3176; sequence_match=0.2353,False,0.3552,False,top-3 avg score 0.3552 < final_threshold 0.7
ObjectProperty,is character in session,obtained by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4500; levenshtein=0.2000; semantic=0.3476; sequence_match=0.2667,False,0.3548,False,top-3 avg score 0.3548 < final_threshold 0.7
ObjectProperty,is session in game,achievement type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4758; levenshtein=0.1176; semantic=0.3378; sequence_match=0.2500,False,0.3545,False,top-3 avg score 0.3545 < final_threshold 0.7
ObjectProperty,is character in session,played by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.1000; semantic=0.4668; sequence_match=0.1429,False,0.3532,False,top-3 avg score 0.3532 < final_threshold 0.7
ObjectProperty,owns achievement,ability of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4519; levenshtein=0.1333; semantic=0.4740; sequence_match=0.0833,False,0.3531,False,top-3 avg score 0.3531 < final_threshold 0.7
ObjectProperty,involves player,genre of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4365; levenshtein=0.0714; semantic=0.4253; sequence_match=0.1905,False,0.3508,False,top-3 avg score 0.3508 < final_threshold 0.7
ObjectProperty,involves character,played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4559; levenshtein=0.1176; semantic=0.4348; sequence_match=0.1600,False,0.3502,False,top-3 avg score 0.3502 < final_threshold 0.7
ObjectProperty,has item,genre of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.4788; sequence_match=0.1429,False,0.3501,False,top-3 avg score 0.3501 < final_threshold 0.7
ObjectProperty,owns character,genre of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4420; levenshtein=0.1538; semantic=0.4535; sequence_match=0.1000,False,0.3498,False,top-3 avg score 0.3498 < final_threshold 0.7
ObjectProperty,is achievement in game,obtained by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3702; levenshtein=0.1053; semantic=0.3977; sequence_match=0.2759,False,0.3479,False,top-3 avg score 0.3479 < final_threshold 0.7
ObjectProperty,owns character,is friend of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3991; levenshtein=0.0769; semantic=0.5557; sequence_match=0.0870,False,0.3473,False,top-3 avg score 0.3473 < final_threshold 0.7
ObjectProperty,is event associated to player,owned by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4051; levenshtein=0.1600; semantic=0.3862; sequence_match=0.2500,False,0.3471,False,top-3 avg score 0.3471 < final_threshold 0.7
ObjectProperty,has feature,owned by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4143; levenshtein=0.1000; semantic=0.5090; sequence_match=0.1176,False,0.347,False,top-3 avg score 0.3470 < final_threshold 0.7
ObjectProperty,lives in,made purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4087; levenshtein=0.0833; semantic=0.4195; sequence_match=0.2105,False,0.3463,False,top-3 avg score 0.3463 < final_threshold 0.7
ObjectProperty,involves player,purchased by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4665; levenshtein=0.1429; semantic=0.4116; sequence_match=0.1600,False,0.346,False,top-3 avg score 0.3460 < final_threshold 0.7
ObjectProperty,plays game,owned by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.0000; semantic=0.4948; sequence_match=0.1250,False,0.3459,False,top-3 avg score 0.3459 < final_threshold 0.7
ObjectProperty,involves character,owned by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4239; levenshtein=0.1176; semantic=0.4456; sequence_match=0.1667,False,0.3454,False,top-3 avg score 0.3454 < final_threshold 0.7
ObjectProperty,owns character,last played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4637; levenshtein=0.0769; semantic=0.3317; sequence_match=0.2400,False,0.3451,False,top-3 avg score 0.3451 < final_threshold 0.7
ObjectProperty,is session in game,obtained by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.3889; levenshtein=0.1333; semantic=0.3207; sequence_match=0.3200,False,0.3432,False,top-3 avg score 0.3432 < final_threshold 0.7
ObjectProperty,is character in session,ability of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3815; levenshtein=0.1500; semantic=0.4343; sequence_match=0.2069,False,0.3409,False,top-3 avg score 0.3409 < final_threshold 0.7
ObjectProperty,is character in session,for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4151; levenshtein=0.1000; semantic=0.4588; sequence_match=0.1481,False,0.3407,False,top-3 avg score 0.3407 < final_threshold 0.7
ObjectProperty,is event associated to player,genre of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4938; levenshtein=0.1600; semantic=0.3400; sequence_match=0.1875,False,0.3404,False,top-3 avg score 0.3404 < final_threshold 0.7
ObjectProperty,is event associated to player,ability of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4519; levenshtein=0.1600; semantic=0.3914; sequence_match=0.1765,False,0.3399,False,top-3 avg score 0.3399 < final_threshold 0.7
ObjectProperty,is friend with player,genre of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4312; levenshtein=0.1111; semantic=0.3478; sequence_match=0.2400,False,0.3397,False,top-3 avg score 0.3397 < final_threshold 0.7
ObjectProperty,has feature,obtained by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4222; levenshtein=0.0000; semantic=0.3965; sequence_match=0.2000,False,0.3396,False,top-3 avg score 0.3396 < final_threshold 0.7
ObjectProperty,is character in game,genre of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4678; levenshtein=0.1176; semantic=0.3839; sequence_match=0.1667,False,0.3395,False,top-3 avg score 0.3395 < final_threshold 0.7
ObjectProperty,is session in game,has ability,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3889; levenshtein=0.2000; semantic=0.4278; sequence_match=0.1600,False,0.3389,False,top-3 avg score 0.3389 < final_threshold 0.7
ObjectProperty,lives in,last played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4484; levenshtein=0.1667; semantic=0.3545; sequence_match=0.2105,False,0.3378,False,top-3 avg score 0.3378 < final_threshold 0.7
ObjectProperty,owns achievement,genre of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4317; levenshtein=0.1333; semantic=0.3985; sequence_match=0.1818,False,0.3374,False,top-3 avg score 0.3374 < final_threshold 0.7
ObjectProperty,purchases game offering,obtained by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4317; levenshtein=0.0952; semantic=0.3782; sequence_match=0.1935,False,0.3345,False,top-3 avg score 0.3345 < final_threshold 0.7
ObjectProperty,plays game,achievement type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.3922; levenshtein=0.1176; semantic=0.3800; sequence_match=0.2308,False,0.3343,False,top-3 avg score 0.3343 < final_threshold 0.7
