prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,hasPolicy,has policy,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,obligation,has obligation,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8231; levenshtein=0.7692; semantic=0.9503; sequence_match=0.8696,False,0.881,True,selected
ObjectProperty,relation,has permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6816; levenshtein=0.3077; semantic=0.5184; sequence_match=0.3810,False,0.527,False,top-3 avg score 0.5270 < final_threshold 0.7
ObjectProperty,target,has party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.2500; semantic=0.5257; sequence_match=0.4286,False,0.5264,False,top-3 avg score 0.5264 < final_threshold 0.7
ObjectProperty,inheritRelation,has obligation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6329; levenshtein=0.4000; semantic=0.5170; sequence_match=0.4286,False,0.5262,False,top-3 avg score 0.5262 < final_threshold 0.7
ObjectProperty,inheritFrom,is permission of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6645; levenshtein=0.3571; semantic=0.5091; sequence_match=0.4000,False,0.5245,False,top-3 avg score 0.5245 < final_threshold 0.7
ObjectProperty,consequence,is requirement of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6534; levenshtein=0.2667; semantic=0.4545; sequence_match=0.4615,False,0.5231,False,top-3 avg score 0.5231 < final_threshold 0.7
ObjectProperty,assignee,has consequence duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.2778; semantic=0.5440; sequence_match=0.3846,False,0.5225,False,top-3 avg score 0.5225 < final_threshold 0.7
ObjectProperty,relation,is operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.3333; semantic=0.5818; sequence_match=0.4000,False,0.5217,False,top-3 avg score 0.5217 < final_threshold 0.7
ObjectProperty,inheritRelation,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6058; levenshtein=0.3333; semantic=0.4970; sequence_match=0.4615,False,0.5214,False,top-3 avg score 0.5214 < final_threshold 0.7
ObjectProperty,inheritFrom,is container of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6297; levenshtein=0.3077; semantic=0.5173; sequence_match=0.4167,False,0.5212,False,top-3 avg score 0.5212 < final_threshold 0.7
ObjectProperty,hasPolicy,has consequence duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.3333; semantic=0.5709; sequence_match=0.4444,False,0.5199,False,top-3 avg score 0.5199 < final_threshold 0.7
ObjectProperty,relation,has condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.3333; semantic=0.5126; sequence_match=0.5000,False,0.5199,False,top-3 avg score 0.5199 < final_threshold 0.7
ObjectProperty,andSequence,has inheritance,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6169; levenshtein=0.3571; semantic=0.4629; sequence_match=0.4800,False,0.5199,False,top-3 avg score 0.5199 < final_threshold 0.7
ObjectProperty,assignee,has failure rule,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6607; levenshtein=0.3571; semantic=0.4441; sequence_match=0.4545,False,0.5198,False,top-3 avg score 0.5198 < final_threshold 0.7
ObjectProperty,inheritRelation,is obligation of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6183; levenshtein=0.3333; semantic=0.4565; sequence_match=0.4828,False,0.5192,False,top-3 avg score 0.5192 < final_threshold 0.7
ObjectProperty,assigner,has obligation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6026; levenshtein=0.3077; semantic=0.4775; sequence_match=0.4762,False,0.5188,False,top-3 avg score 0.5188 < final_threshold 0.7
ObjectProperty,implies,is policy of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6571; levenshtein=0.4000; semantic=0.4283; sequence_match=0.4706,False,0.5187,False,top-3 avg score 0.5187 < final_threshold 0.7
ObjectProperty,or,is operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7222; levenshtein=0.1667; semantic=0.5475; sequence_match=0.2857,False,0.5185,False,top-3 avg score 0.5185 < final_threshold 0.7
ObjectProperty,assigner,is inherited by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.4730; sequence_match=0.4762,False,0.5175,False,top-3 avg score 0.5175 < final_threshold 0.7
ObjectProperty,action,has constraint set,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6806; levenshtein=0.2500; semantic=0.5067; sequence_match=0.3636,False,0.517,False,top-3 avg score 0.5170 < final_threshold 0.7
ObjectProperty,conflict,is policy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.3000; semantic=0.4731; sequence_match=0.4444,False,0.517,False,top-3 avg score 0.5170 < final_threshold 0.7
ObjectProperty,action,is obligation of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5675; levenshtein=0.2857; semantic=0.4828; sequence_match=0.5000,False,0.5168,False,top-3 avg score 0.5168 < final_threshold 0.7
ObjectProperty,duty,has consequence duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4352; levenshtein=0.2222; semantic=0.7481; sequence_match=0.3636,False,0.5157,False,top-3 avg score 0.5157 < final_threshold 0.7
ObjectProperty,permission,is prohibition of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5794; levenshtein=0.3333; semantic=0.5652; sequence_match=0.4000,False,0.5149,False,top-3 avg score 0.5149 < final_threshold 0.7
ObjectProperty,assignee,has permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5192; levenshtein=0.2308; semantic=0.5475; sequence_match=0.4762,False,0.5143,False,top-3 avg score 0.5143 < final_threshold 0.7
ObjectProperty,assigner,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5409; sequence_match=0.4000,False,0.514,False,top-3 avg score 0.5140 < final_threshold 0.7
ObjectProperty,relation,has prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6151; levenshtein=0.3571; semantic=0.4702; sequence_match=0.4545,False,0.5133,False,top-3 avg score 0.5133 < final_threshold 0.7
ObjectProperty,hasPolicy,has constraint set,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.3125; semantic=0.5131; sequence_match=0.4000,False,0.5127,False,top-3 avg score 0.5127 < final_threshold 0.7
ObjectProperty,partOf,is duty of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.3750; semantic=0.4843; sequence_match=0.4286,False,0.5126,False,top-3 avg score 0.5126 < final_threshold 0.7
ObjectProperty,assigner,is container of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6032; levenshtein=0.3077; semantic=0.4578; sequence_match=0.4762,False,0.5124,False,top-3 avg score 0.5124 < final_threshold 0.7
ObjectProperty,action,is party of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6204; levenshtein=0.3333; semantic=0.5159; sequence_match=0.4000,False,0.5121,False,top-3 avg score 0.5121 < final_threshold 0.7
ObjectProperty,conflict,has consequence duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5741; levenshtein=0.2778; semantic=0.5726; sequence_match=0.3846,False,0.5104,False,top-3 avg score 0.5104 < final_threshold 0.7
ObjectProperty,failure,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6310; levenshtein=0.2857; semantic=0.4715; sequence_match=0.4286,False,0.5103,False,top-3 avg score 0.5103 < final_threshold 0.7
ObjectProperty,inheritRelation,is operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5881; levenshtein=0.2667; semantic=0.4973; sequence_match=0.4444,False,0.51,False,top-3 avg score 0.5100 < final_threshold 0.7
ObjectProperty,obligation,is duty of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5583; levenshtein=0.2000; semantic=0.7714; sequence_match=0.1111,False,0.5099,False,top-3 avg score 0.5099 < final_threshold 0.7
ObjectProperty,inheritRelation,is conflict resolution strategy of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6500; levenshtein=0.3333; semantic=0.3906; sequence_match=0.4889,False,0.5098,False,top-3 avg score 0.5098 < final_threshold 0.7
ObjectProperty,permission,is condition of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5615; levenshtein=0.2308; semantic=0.5324; sequence_match=0.4348,False,0.5096,False,top-3 avg score 0.5096 < final_threshold 0.7
ObjectProperty,scope,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6103; levenshtein=0.2308; semantic=0.5847; sequence_match=0.3333,False,0.5094,False,top-3 avg score 0.5094 < final_threshold 0.7
ObjectProperty,and,has duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.2857; semantic=0.4769; sequence_match=0.4000,False,0.5092,False,top-3 avg score 0.5092 < final_threshold 0.7
ObjectProperty,constraint,has consequence duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6011; levenshtein=0.3333; semantic=0.5678; sequence_match=0.3571,False,0.5087,False,top-3 avg score 0.5087 < final_threshold 0.7
ObjectProperty,assignee,has remedy,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6481; levenshtein=0.2222; semantic=0.4042; sequence_match=0.4706,False,0.5076,False,top-3 avg score 0.5076 < final_threshold 0.7
ObjectProperty,scope,has consequence duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6741; levenshtein=0.2222; semantic=0.5007; sequence_match=0.3478,False,0.5075,False,top-3 avg score 0.5075 < final_threshold 0.7
ObjectProperty,scope,has permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6103; levenshtein=0.1538; semantic=0.5789; sequence_match=0.3333,False,0.5075,False,top-3 avg score 0.5075 < final_threshold 0.7
ObjectProperty,relation,is rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.5633; sequence_match=0.3750,False,0.5072,False,top-3 avg score 0.5072 < final_threshold 0.7
ObjectProperty,assignee,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5192; levenshtein=0.2308; semantic=0.5248; sequence_match=0.4762,False,0.5067,False,top-3 avg score 0.5067 < final_threshold 0.7
ObjectProperty,action,has obligation,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4658; levenshtein=0.3846; semantic=0.5281; sequence_match=0.5263,False,0.5067,False,top-3 avg score 0.5067 < final_threshold 0.7
ObjectProperty,hasPolicy,has sequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.3636; semantic=0.5166; sequence_match=0.4000,False,0.5064,False,top-3 avg score 0.5064 < final_threshold 0.7
ObjectProperty,scope,has condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6167; levenshtein=0.2500; semantic=0.5492; sequence_match=0.3529,False,0.5063,False,top-3 avg score 0.5063 < final_threshold 0.7
ObjectProperty,constraint,has inheritance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6381; levenshtein=0.2143; semantic=0.5467; sequence_match=0.3333,False,0.5061,False,top-3 avg score 0.5061 < final_threshold 0.7
ObjectProperty,target,is party of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2222; semantic=0.5036; sequence_match=0.4000,False,0.5049,False,top-3 avg score 0.5049 < final_threshold 0.7
ObjectProperty,implies,is permission of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.2857; semantic=0.4828; sequence_match=0.3810,False,0.5048,False,top-3 avg score 0.5048 < final_threshold 0.7
ObjectProperty,target,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5030; sequence_match=0.4000,False,0.5047,False,top-3 avg score 0.5047 < final_threshold 0.7
ObjectProperty,partOf,is permission of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.2857; semantic=0.5418; sequence_match=0.4000,False,0.5044,False,top-3 avg score 0.5044 < final_threshold 0.7
ObjectProperty,assignee,has rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5092; sequence_match=0.4000,False,0.5035,False,top-3 avg score 0.5035 < final_threshold 0.7
ObjectProperty,scope,has constraint set,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5958; levenshtein=0.2500; semantic=0.5335; sequence_match=0.3810,False,0.5034,False,top-3 avg score 0.5034 < final_threshold 0.7
ObjectProperty,assigner,has rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5090; sequence_match=0.4000,False,0.5034,False,top-3 avg score 0.5034 < final_threshold 0.7
ObjectProperty,hasPolicy,has requirement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5767; levenshtein=0.2857; semantic=0.5853; sequence_match=0.3478,False,0.5033,False,top-3 avg score 0.5033 < final_threshold 0.7
ObjectProperty,operator,is party of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6602; levenshtein=0.3333; semantic=0.5158; sequence_match=0.1176,False,0.5031,False,top-3 avg score 0.5031 < final_threshold 0.7
ObjectProperty,action,has permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.3077; semantic=0.5913; sequence_match=0.4211,False,0.5027,False,top-3 avg score 0.5027 < final_threshold 0.7
ObjectProperty,action,has consequence duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.1667; semantic=0.5447; sequence_match=0.3333,False,0.5025,False,top-3 avg score 0.5025 < final_threshold 0.7
ObjectProperty,conflict,has logical constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6278; levenshtein=0.2500; semantic=0.5226; sequence_match=0.3571,False,0.5025,False,top-3 avg score 0.5025 < final_threshold 0.7
ObjectProperty,partOf,is rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.3750; semantic=0.4535; sequence_match=0.4286,False,0.5024,False,top-3 avg score 0.5024 < final_threshold 0.7
ObjectProperty,operand,is constraint of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5357; levenshtein=0.2857; semantic=0.5878; sequence_match=0.3810,False,0.5015,False,top-3 avg score 0.5015 < final_threshold 0.7
ObjectProperty,Only One,has container,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6349; levenshtein=0.3333; semantic=0.4465; sequence_match=0.4211,False,0.5008,False,top-3 avg score 0.5008 < final_threshold 0.7
ObjectProperty,assigner,has failure rule,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5940; levenshtein=0.3571; semantic=0.4510; sequence_match=0.4545,False,0.4999,False,top-3 avg score 0.4999 < final_threshold 0.7
ObjectProperty,conflict,has constraint set,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5792; levenshtein=0.3125; semantic=0.5029; sequence_match=0.4167,False,0.4996,False,top-3 avg score 0.4996 < final_threshold 0.7
ObjectProperty,implies,is rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.4975; sequence_match=0.4000,False,0.4996,False,top-3 avg score 0.4996 < final_threshold 0.7
ObjectProperty,or,is constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7143; levenshtein=0.1429; semantic=0.5330; sequence_match=0.2500,False,0.4991,False,top-3 avg score 0.4991 < final_threshold 0.7
ObjectProperty,operator,is role of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.5359; sequence_match=0.3750,False,0.4981,False,top-3 avg score 0.4981 < final_threshold 0.7
ObjectProperty,obligation,is logical constraint of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6651; levenshtein=0.2857; semantic=0.5420; sequence_match=0.2581,False,0.4976,False,top-3 avg score 0.4976 < final_threshold 0.7
ObjectProperty,duty,is consequence duty of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4342; levenshtein=0.2105; semantic=0.7105; sequence_match=0.3478,False,0.4975,False,top-3 avg score 0.4975 < final_threshold 0.7
ObjectProperty,inheritRelation,has exclusive permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6071; levenshtein=0.2727; semantic=0.5049; sequence_match=0.3784,False,0.4968,False,top-3 avg score 0.4968 < final_threshold 0.7
ObjectProperty,operator,has permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5365; levenshtein=0.3077; semantic=0.5725; sequence_match=0.3810,False,0.4967,False,top-3 avg score 0.4967 < final_threshold 0.7
ObjectProperty,operand,is permission of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.4877; sequence_match=0.3810,False,0.4959,False,top-3 avg score 0.4959 < final_threshold 0.7
ObjectProperty,hasPolicy,has exclusive permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6510; levenshtein=0.2273; semantic=0.5136; sequence_match=0.3226,False,0.4957,False,top-3 avg score 0.4957 < final_threshold 0.7
ObjectProperty,constraint,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6149; levenshtein=0.2759; semantic=0.4607; sequence_match=0.4103,False,0.4953,False,top-3 avg score 0.4953 < final_threshold 0.7
ObjectProperty,operator,has party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.5271; sequence_match=0.3750,False,0.4951,False,top-3 avg score 0.4951 < final_threshold 0.7
ObjectProperty,inheritRelation,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6268; levenshtein=0.3103; semantic=0.4484; sequence_match=0.4091,False,0.4948,False,top-3 avg score 0.4948 < final_threshold 0.7
ObjectProperty,hasPolicy,has failure rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2857; semantic=0.5648; sequence_match=0.3478,False,0.4945,False,top-3 avg score 0.4945 < final_threshold 0.7
ObjectProperty,assigner,has logical constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6278; levenshtein=0.2500; semantic=0.4984; sequence_match=0.3571,False,0.4944,False,top-3 avg score 0.4944 < final_threshold 0.7
ObjectProperty,scope,is constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6048; levenshtein=0.2143; semantic=0.5609; sequence_match=0.3158,False,0.4938,False,top-3 avg score 0.4938 < final_threshold 0.7
ObjectProperty,partOf,is remedy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.3000; semantic=0.5058; sequence_match=0.3750,False,0.4936,False,top-3 avg score 0.4936 < final_threshold 0.7
ObjectProperty,scope,is constraint set of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5922; levenshtein=0.2353; semantic=0.5248; sequence_match=0.3636,False,0.4935,False,top-3 avg score 0.4935 < final_threshold 0.7
