prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,leftOperand,hasLeftOperand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.9286; levenshtein=0.7857; semantic=0.9303; sequence_match=0.8800,False,0.913,True,selected
ObjectProperty,implies,hasConstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4066; levenshtein=0.0769; semantic=0.5809; sequence_match=0.1000,False,0.3625,False,top-3 avg score 0.3625 < final_threshold 0.7
ObjectProperty,Only One,hasNextAction,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4799; levenshtein=0.1538; semantic=0.4071; sequence_match=0.2000,False,0.3623,False,top-3 avg score 0.3623 < final_threshold 0.7
ObjectProperty,andSequence,hasProhibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4957; levenshtein=0.0714; semantic=0.4303; sequence_match=0.1600,False,0.362,False,top-3 avg score 0.3620 < final_threshold 0.7
ObjectProperty,consequence,hasLeftOperand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5372; levenshtein=0.1429; semantic=0.3867; sequence_match=0.1600,False,0.3613,False,top-3 avg score 0.3613 < final_threshold 0.7
ObjectProperty,constraint,subPolicyOf,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.0000; semantic=0.4768; sequence_match=0.1905,False,0.3601,False,top-3 avg score 0.3601 < final_threshold 0.7
ObjectProperty,permission,hasFailureRule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3937; levenshtein=0.0714; semantic=0.5199; sequence_match=0.1667,False,0.3601,False,top-3 avg score 0.3601 < final_threshold 0.7
ObjectProperty,and,hasOperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4747; levenshtein=0.0909; semantic=0.4625; sequence_match=0.1429,False,0.36,False,top-3 avg score 0.3600 < final_threshold 0.7
ObjectProperty,function,hasRule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.0000; semantic=0.5232; sequence_match=0.1333,False,0.3597,False,top-3 avg score 0.3597 < final_threshold 0.7
ObjectProperty,implies,hasConflictStrategy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4177; levenshtein=0.1579; semantic=0.4306; sequence_match=0.2308,False,0.3597,False,top-3 avg score 0.3597 < final_threshold 0.7
ObjectProperty,Only One,hasPermission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4066; levenshtein=0.0769; semantic=0.4715; sequence_match=0.2000,False,0.3594,False,top-3 avg score 0.3594 < final_threshold 0.7
ObjectProperty,inheritFrom,relatesToPolicy,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4601; levenshtein=0.1333; semantic=0.4843; sequence_match=0.0769,False,0.3592,False,top-3 avg score 0.3592 < final_threshold 0.7
ObjectProperty,leftOperand,hasRule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3225; levenshtein=0.0909; semantic=0.5325; sequence_match=0.2222,False,0.3591,False,top-3 avg score 0.3591 < final_threshold 0.7
ObjectProperty,failure,hasNegatedConstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4619; levenshtein=0.1000; semantic=0.4621; sequence_match=0.1481,False,0.3574,False,top-3 avg score 0.3574 < final_threshold 0.7
ObjectProperty,function,hasOperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3106; levenshtein=0.0909; semantic=0.5498; sequence_match=0.2105,False,0.357,False,top-3 avg score 0.3570 < final_threshold 0.7
ObjectProperty,conflict,hasParty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.0000; semantic=0.5288; sequence_match=0.1250,False,0.3568,False,top-3 avg score 0.3568 < final_threshold 0.7
ObjectProperty,prohibition,hasConflictStrategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4392; levenshtein=0.1579; semantic=0.4312; sequence_match=0.2000,False,0.3568,False,top-3 avg score 0.3568 < final_threshold 0.7
ObjectProperty,Only One,hasFailureRule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4762; levenshtein=0.1429; semantic=0.4016; sequence_match=0.1905,False,0.3561,False,top-3 avg score 0.3561 < final_threshold 0.7
ObjectProperty,permission,hasRule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3286; levenshtein=0.1000; semantic=0.6175; sequence_match=0.1176,False,0.3546,False,top-3 avg score 0.3546 < final_threshold 0.7
ObjectProperty,failure,relatesToPolicy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4460; levenshtein=0.1333; semantic=0.4351; sequence_match=0.1818,False,0.3543,False,top-3 avg score 0.3543 < final_threshold 0.7
ObjectProperty,operand,relatesToPolicy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4317; levenshtein=0.1333; semantic=0.4476; sequence_match=0.1818,False,0.3537,False,top-3 avg score 0.3537 < final_threshold 0.7
ObjectProperty,operator,hasAssignee,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4053; levenshtein=0.0000; semantic=0.5486; sequence_match=0.1053,False,0.353,False,top-3 avg score 0.3530 < final_threshold 0.7
ObjectProperty,operator,hasRemedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.4793; sequence_match=0.1176,False,0.3517,False,top-3 avg score 0.3517 < final_threshold 0.7
ObjectProperty,inheritFrom,hasConsequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3831; levenshtein=0.0714; semantic=0.5098; sequence_match=0.1600,False,0.351,False,top-3 avg score 0.3510 < final_threshold 0.7
ObjectProperty,partOf,hasAssigner,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4192; levenshtein=0.0909; semantic=0.3967; sequence_match=0.2353,False,0.3504,False,top-3 avg score 0.3504 < final_threshold 0.7
ObjectProperty,duty,hasLeftOperand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.0714; semantic=0.4970; sequence_match=0.1111,False,0.3495,False,top-3 avg score 0.3495 < final_threshold 0.7
ObjectProperty,duty,hasFailureRule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.0714; semantic=0.4964; sequence_match=0.1111,False,0.3493,False,top-3 avg score 0.3493 < final_threshold 0.7
ObjectProperty,obligation,hasRemedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4037; levenshtein=0.0000; semantic=0.5387; sequence_match=0.1053,False,0.3492,False,top-3 avg score 0.3492 < final_threshold 0.7
ObjectProperty,consequence,hasLogicalOperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4453; levenshtein=0.1111; semantic=0.3939; sequence_match=0.2069,False,0.3487,False,top-3 avg score 0.3487 < final_threshold 0.7
ObjectProperty,consequence,subPolicyOf,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4040; levenshtein=0.0000; semantic=0.4571; sequence_match=0.1818,False,0.3477,False,top-3 avg score 0.3477 < final_threshold 0.7
ObjectProperty,and,hasLogicalOperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4630; levenshtein=0.0556; semantic=0.4833; sequence_match=0.0952,False,0.3472,False,top-3 avg score 0.3472 < final_threshold 0.7
ObjectProperty,inheritFrom,subPolicyOf,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4040; levenshtein=0.0909; semantic=0.4556; sequence_match=0.1818,False,0.3472,False,top-3 avg score 0.3472 < final_threshold 0.7
ObjectProperty,duty,hasNegatedConstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3667; levenshtein=0.1000; semantic=0.5048; sequence_match=0.1667,False,0.346,False,top-3 avg score 0.3460 < final_threshold 0.7
ObjectProperty,leftOperand,hasDuty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4113; levenshtein=0.0000; semantic=0.5140; sequence_match=0.1111,False,0.3454,False,top-3 avg score 0.3454 < final_threshold 0.7
ObjectProperty,prohibition,hasAssigner,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5152; levenshtein=0.0909; semantic=0.4283; sequence_match=0.0909,False,0.3448,False,top-3 avg score 0.3448 < final_threshold 0.7
ObjectProperty,implies,hasParty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.1250; semantic=0.4782; sequence_match=0.1333,False,0.3447,False,top-3 avg score 0.3447 < final_threshold 0.7
ObjectProperty,Only One,hasProhibition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.1429; semantic=0.4355; sequence_match=0.1905,False,0.3436,False,top-3 avg score 0.3436 < final_threshold 0.7
ObjectProperty,prohibition,hasRule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3225; levenshtein=0.0909; semantic=0.5961; sequence_match=0.1111,False,0.3432,False,top-3 avg score 0.3432 < final_threshold 0.7
ObjectProperty,function,relatesToPolicy,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4611; levenshtein=0.1333; semantic=0.4321; sequence_match=0.0870,False,0.3422,False,top-3 avg score 0.3422 < final_threshold 0.7
ObjectProperty,operator,hasRule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3452; levenshtein=0.1250; semantic=0.5465; sequence_match=0.1333,False,0.3417,False,top-3 avg score 0.3417 < final_threshold 0.7
ObjectProperty,consequence,hasAssigner,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4040; levenshtein=0.0909; semantic=0.4371; sequence_match=0.1818,False,0.341,False,top-3 avg score 0.3410 < final_threshold 0.7
ObjectProperty,action,subPolicyOf,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3384; levenshtein=0.1818; semantic=0.4451; sequence_match=0.2353,False,0.3396,False,top-3 avg score 0.3396 < final_threshold 0.7
ObjectProperty,implies,hasAction,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.1111; semantic=0.4751; sequence_match=0.1250,False,0.3393,False,top-3 avg score 0.3393 < final_threshold 0.7
ObjectProperty,Only One,hasRemedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.1111; semantic=0.4737; sequence_match=0.1250,False,0.3389,False,top-3 avg score 0.3389 < final_threshold 0.7
ObjectProperty,prohibition,hasFailureRule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4416; levenshtein=0.0714; semantic=0.4943; sequence_match=0.0800,False,0.3386,False,top-3 avg score 0.3386 < final_threshold 0.7
ObjectProperty,implies,hasConsequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3095; levenshtein=0.0714; semantic=0.6103; sequence_match=0.0952,False,0.3384,False,top-3 avg score 0.3384 < final_threshold 0.7
ObjectProperty,consequence,hasProhibition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3846; levenshtein=0.0000; semantic=0.4663; sequence_match=0.1600,False,0.3369,False,top-3 avg score 0.3369 < final_threshold 0.7
ObjectProperty,partOf,hasFailureRule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4603; levenshtein=0.1429; semantic=0.3488; sequence_match=0.2000,False,0.3364,False,top-3 avg score 0.3364 < final_threshold 0.7
ObjectProperty,conflict,hasAssignee,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4053; levenshtein=0.0909; semantic=0.4983; sequence_match=0.1053,False,0.3363,False,top-3 avg score 0.3363 < final_threshold 0.7
ObjectProperty,remedy,hasProhibition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4127; levenshtein=0.0714; semantic=0.4891; sequence_match=0.1000,False,0.3339,False,top-3 avg score 0.3339 < final_threshold 0.7
ObjectProperty,conflict,hasAssigner,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4053; levenshtein=0.0909; semantic=0.4904; sequence_match=0.1053,False,0.3336,False,top-3 avg score 0.3336 < final_threshold 0.7
ObjectProperty,duty,hasRemedy,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1111; semantic=0.5651; sequence_match=0.3077,False,0.328,False,top-3 avg score 0.3280 < final_threshold 0.7
ObjectProperty,obligation,hasRule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3286; levenshtein=0.0000; semantic=0.5370; sequence_match=0.1176,False,0.3277,False,top-3 avg score 0.3277 < final_threshold 0.7
ObjectProperty,consequence,hasOperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4040; levenshtein=0.0000; semantic=0.3941; sequence_match=0.1818,False,0.3267,False,top-3 avg score 0.3267 < final_threshold 0.7
ObjectProperty,remedy,hasNextAction,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4145; levenshtein=0.0769; semantic=0.4600; sequence_match=0.1053,False,0.3266,False,top-3 avg score 0.3266 < final_threshold 0.7
ObjectProperty,remedy,hasOperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4192; levenshtein=0.0909; semantic=0.4392; sequence_match=0.1176,False,0.3253,False,top-3 avg score 0.3253 < final_threshold 0.7
ObjectProperty,failure,subPolicyOf,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4560; levenshtein=0.0909; semantic=0.4088; sequence_match=0.1111,False,0.3253,False,top-3 avg score 0.3253 < final_threshold 0.7
ObjectProperty,operand,hasFailureRule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3095; levenshtein=0.1429; semantic=0.4758; sequence_match=0.1905,False,0.3253,False,top-3 avg score 0.3253 < final_threshold 0.7
ObjectProperty,remedy,subPolicyOf,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4192; levenshtein=0.0909; semantic=0.4363; sequence_match=0.1176,False,0.3244,False,top-3 avg score 0.3244 < final_threshold 0.7
ObjectProperty,and,hasFailureRule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4683; levenshtein=0.0714; semantic=0.3870; sequence_match=0.1176,False,0.3243,False,top-3 avg score 0.3243 < final_threshold 0.7
ObjectProperty,leftOperand,hasAssignee,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2879; levenshtein=0.0000; semantic=0.5026; sequence_match=0.1818,False,0.3241,False,top-3 avg score 0.3241 < final_threshold 0.7
ObjectProperty,and,relatesToPolicy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4667; levenshtein=0.0667; semantic=0.3874; sequence_match=0.1111,False,0.3217,False,top-3 avg score 0.3217 < final_threshold 0.7
ObjectProperty,prohibition,hasRemedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3013; levenshtein=0.0000; semantic=0.5540; sequence_match=0.1000,False,0.3185,False,top-3 avg score 0.3185 < final_threshold 0.7
ObjectProperty,obligation,hasFailureRule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3937; levenshtein=0.0714; semantic=0.4748; sequence_match=0.0833,False,0.3173,False,top-3 avg score 0.3173 < final_threshold 0.7
ObjectProperty,implies,hasNegatedConstraint,semantic+jaro_winkler+levenshtein,jaro_winkler=0.2952; levenshtein=0.1000; semantic=0.5546; sequence_match=0.0741,False,0.3166,False,top-3 avg score 0.3166 < final_threshold 0.7
ObjectProperty,consequence,hasParty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4053; levenshtein=0.0909; semantic=0.4370; sequence_match=0.1053,False,0.3159,False,top-3 avg score 0.3159 < final_threshold 0.7
ObjectProperty,inheritRelation,subPolicyOf,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3798; levenshtein=0.1333; semantic=0.4118; sequence_match=0.1538,False,0.3152,False,top-3 avg score 0.3152 < final_threshold 0.7
ObjectProperty,partOf,hasAssignee,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4192; levenshtein=0.0909; semantic=0.3934; sequence_match=0.1176,False,0.3101,False,top-3 avg score 0.3101 < final_threshold 0.7
ObjectProperty,duty,hasRule,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1429; semantic=0.6041; sequence_match=0.1818,False,0.3096,False,top-3 avg score 0.3096 < final_threshold 0.7
ObjectProperty,or,hasLeftOperand,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1429; semantic=0.5080; sequence_match=0.2500,False,0.3003,False,top-3 avg score 0.3003 < final_threshold 0.7
ObjectProperty,leftOperand,subPolicyOf,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2879; levenshtein=0.0909; semantic=0.4238; sequence_match=0.1818,False,0.2978,False,top-3 avg score 0.2978 < final_threshold 0.7
ObjectProperty,or,hasParty,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1250; semantic=0.5617; sequence_match=0.2000,False,0.2956,False,top-3 avg score 0.2956 < final_threshold 0.7
ObjectProperty,operand,subPolicyOf,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3225; levenshtein=0.0909; semantic=0.4505; sequence_match=0.1111,False,0.2947,False,top-3 avg score 0.2947 < final_threshold 0.7
ObjectProperty,implies,hasNextAction,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3132; levenshtein=0.0769; semantic=0.4497; sequence_match=0.1000,False,0.2876,False,top-3 avg score 0.2876 < final_threshold 0.7
ObjectProperty,operand,hasDuty,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5627; sequence_match=0.2857,False,0.2828,False,top-3 avg score 0.2828 < final_threshold 0.7
ObjectProperty,remedy,hasConflictStrategy,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1579; semantic=0.4432; sequence_match=0.2400,False,0.2804,False,top-3 avg score 0.2804 < final_threshold 0.7
ObjectProperty,or,hasAction,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1111; semantic=0.5293; sequence_match=0.1818,False,0.2741,False,top-3 avg score 0.2741 < final_threshold 0.7
ObjectProperty,duty,hasOperator,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0909; semantic=0.5693; sequence_match=0.1333,False,0.2645,False,top-3 avg score 0.2645 < final_threshold 0.7
ObjectProperty,remedy,hasRule,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4730; sequence_match=0.3077,False,0.2602,False,top-3 avg score 0.2602 < final_threshold 0.7
ObjectProperty,duty,hasProhibition,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0714; semantic=0.5979; sequence_match=0.1111,False,0.2601,False,top-3 avg score 0.2601 < final_threshold 0.7
ObjectProperty,duty,hasConsequence,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0714; semantic=0.5898; sequence_match=0.1111,False,0.2574,False,top-3 avg score 0.2574 < final_threshold 0.7
ObjectProperty,or,hasAssigner,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0909; semantic=0.5108; sequence_match=0.1538,False,0.2519,False,top-3 avg score 0.2519 < final_threshold 0.7
ObjectProperty,or,hasNegatedConstraint,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1000; semantic=0.4665; sequence_match=0.1818,False,0.2494,False,top-3 avg score 0.2494 < final_threshold 0.7
ObjectProperty,or,hasNextAction,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0769; semantic=0.4932; sequence_match=0.1333,False,0.2345,False,top-3 avg score 0.2345 < final_threshold 0.7
ObjectProperty,implies,hasDuty,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5513; sequence_match=0.1429,False,0.2314,False,top-3 avg score 0.2314 < final_threshold 0.7
ObjectProperty,duty,hasLogicalOperator,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0556; semantic=0.5379; sequence_match=0.0909,False,0.2281,False,top-3 avg score 0.2281 < final_threshold 0.7
ObjectProperty,or,hasFailureRule,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0714; semantic=0.4803; sequence_match=0.1250,False,0.2256,False,top-3 avg score 0.2256 < final_threshold 0.7
ObjectProperty,remedy,hasAssignee,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4219; sequence_match=0.2353,False,0.2191,False,top-3 avg score 0.2191 < final_threshold 0.7
ObjectProperty,remedy,hasConstraint,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5302; sequence_match=0.1053,False,0.2118,False,top-3 avg score 0.2118 < final_threshold 0.7
ObjectProperty,Only One,hasDuty,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4833; sequence_match=0.1429,False,0.2087,False,top-3 avg score 0.2087 < final_threshold 0.7
ObjectProperty,duty,hasAssigner,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6165; sequence_match=0.0000,False,0.2055,False,top-3 avg score 0.2055 < final_threshold 0.7
ObjectProperty,or,hasDuty,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5772; sequence_match=0.0000,False,0.1924,False,top-3 avg score 0.1924 < final_threshold 0.7
ObjectProperty,conflict,hasRemedy,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5713; sequence_match=0.0000,False,0.1904,False,top-3 avg score 0.1904 < final_threshold 0.7
ObjectProperty,duty,hasPermission,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5694; sequence_match=0.0000,False,0.1898,False,top-3 avg score 0.1898 < final_threshold 0.7
ObjectProperty,duty,hasAssignee,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5678; sequence_match=0.0000,False,0.1893,False,top-3 avg score 0.1893 < final_threshold 0.7
ObjectProperty,Only One,hasParty,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4337; sequence_match=0.1333,False,0.189,False,top-3 avg score 0.1890 < final_threshold 0.7
ObjectProperty,remedy,hasLogicalOperator,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0556; semantic=0.4068; sequence_match=0.0833,False,0.1819,False,top-3 avg score 0.1819 < final_threshold 0.7
ObjectProperty,remedy,hasAssigner,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4171; sequence_match=0.1176,False,0.1783,False,top-3 avg score 0.1783 < final_threshold 0.7
ObjectProperty,function,hasRemedy,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5107; sequence_match=0.0000,False,0.1702,False,top-3 avg score 0.1702 < final_threshold 0.7
ObjectProperty,remedy,hasAction,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4860; sequence_match=0.0000,False,0.162,False,top-3 avg score 0.1620 < final_threshold 0.7
ObjectProperty,or,hasAssignee,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4707; sequence_match=0.0000,False,0.1569,False,top-3 avg score 0.1569 < final_threshold 0.7
ObjectProperty,target,subPolicyOf,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4416; sequence_match=0.0000,False,0.1472,False,top-3 avg score 0.1472 < final_threshold 0.7
ObjectProperty,and,subPolicyOf,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.3865; sequence_match=0.0000,False,0.1288,False,top-3 avg score 0.1288 < final_threshold 0.7
