gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Maintained,Maintained,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,Programming Language,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
web service,Web Service,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
licence,License,jaro_winkler+semantic+levenshtein,jaro_winkler=0.9429; levenshtein=0.8571; semantic=0.9174; sequence_match=0.8571,False,0.9058,True,selected
software,Open Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.1000; semantic=0.5796; sequence_match=0.3333,False,0.4877,False,top-3 avg score 0.4877 < final_threshold 0.6
PROcess,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5531; levenshtein=0.1538; semantic=0.6073; sequence_match=0.3000,False,0.4868,False,top-3 avg score 0.4868 < final_threshold 0.6
Free,Help Resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2500; semantic=0.5298; sequence_match=0.3750,False,0.4868,False,top-3 avg score 0.4868 < final_threshold 0.6
web service,Open Source Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5825; levenshtein=0.2381; semantic=0.5538; sequence_match=0.3226,False,0.4863,False,top-3 avg score 0.4863 < final_threshold 0.6
algorithm,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.0000; semantic=0.6418; sequence_match=0.3333,False,0.4855,False,top-3 avg score 0.4855 < final_threshold 0.6
desktop graphical user interface,Export Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6510; levenshtein=0.2414; semantic=0.4500; sequence_match=0.3556,False,0.4855,False,top-3 avg score 0.4855 < final_threshold 0.6
software interface,Open Format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6087; levenshtein=0.2941; semantic=0.5533; sequence_match=0.2222,False,0.4854,False,top-3 avg score 0.4854 < final_threshold 0.6
software interface,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5072; levenshtein=0.2353; semantic=0.6114; sequence_match=0.3333,False,0.484,False,top-3 avg score 0.4840 < final_threshold 0.6
Not Free,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.1429; semantic=0.6422; sequence_match=0.2857,False,0.4839,False,top-3 avg score 0.4839 < final_threshold 0.6
version number,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5663; levenshtein=0.2308; semantic=0.5849; sequence_match=0.3000,False,0.4837,False,top-3 avg score 0.4837 < final_threshold 0.6
plain text file format,Maintenance Status,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6307; levenshtein=0.3158; semantic=0.3717; sequence_match=0.4444,False,0.4823,False,top-3 avg score 0.4823 < final_threshold 0.6
XML,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.6329; sequence_match=0.2857,False,0.4821,False,top-3 avg score 0.4821 < final_threshold 0.6
file rendering,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5801; levenshtein=0.2308; semantic=0.5919; sequence_match=0.2727,False,0.4816,False,top-3 avg score 0.4816 < final_threshold 0.6
Development status,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5189; levenshtein=0.1765; semantic=0.5900; sequence_match=0.3333,False,0.4807,False,top-3 avg score 0.4807 < final_threshold 0.6
software,Help Resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.5689; sequence_match=0.4000,False,0.4804,False,top-3 avg score 0.4804 < final_threshold 0.6
software,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.6076; sequence_match=0.2500,False,0.4803,False,top-3 avg score 0.4803 < final_threshold 0.6
text editing,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.2727; semantic=0.5394; sequence_match=0.3333,False,0.4799,False,top-3 avg score 0.4799 < final_threshold 0.6
version number,Web Service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5615; levenshtein=0.2308; semantic=0.5270; sequence_match=0.3478,False,0.4788,False,top-3 avg score 0.4788 < final_threshold 0.6
desktop graphical user interface,Open Source License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6497; levenshtein=0.2414; semantic=0.4818; sequence_match=0.3043,False,0.4786,False,top-3 avg score 0.4786 < final_threshold 0.6
Not Free,Maintenance Status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6022; levenshtein=0.1176; semantic=0.4996; sequence_match=0.3333,False,0.4784,False,top-3 avg score 0.4784 < final_threshold 0.6
desktop graphical user interface,Maintenance Status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6095; levenshtein=0.1724; semantic=0.4768; sequence_match=0.3478,False,0.478,False,top-3 avg score 0.4780 < final_threshold 0.6
software interface,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6028; levenshtein=0.1765; semantic=0.5797; sequence_match=0.2500,False,0.4775,False,top-3 avg score 0.4775 < final_threshold 0.6
software developer organization,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4904; levenshtein=0.1724; semantic=0.6057; sequence_match=0.3333,False,0.4765,False,top-3 avg score 0.4765 < final_threshold 0.6
.csv,Web Service,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6222; levenshtein=0.2000; semantic=0.6064; sequence_match=0.1538,False,0.4762,False,top-3 avg score 0.4762 < final_threshold 0.6
licence,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5531; levenshtein=0.2308; semantic=0.5749; sequence_match=0.3000,False,0.476,False,top-3 avg score 0.4760 < final_threshold 0.6
Free,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.2857; semantic=0.5996; sequence_match=0.3636,False,0.4759,False,top-3 avg score 0.4759 < final_threshold 0.6
desktop graphical user interface,Open Source Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5883; levenshtein=0.1724; semantic=0.5584; sequence_match=0.2800,False,0.4756,False,top-3 avg score 0.4756 < final_threshold 0.6
CEL ASCII format,Developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5767; levenshtein=0.1429; semantic=0.5020; sequence_match=0.3478,False,0.4755,False,top-3 avg score 0.4755 < final_threshold 0.6
version number,Valid Input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5692; levenshtein=0.2308; semantic=0.5093; sequence_match=0.3478,False,0.4755,False,top-3 avg score 0.4755 < final_threshold 0.6
Not Free,Requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.2727; semantic=0.5248; sequence_match=0.3333,False,0.4751,False,top-3 avg score 0.4751 < final_threshold 0.6
Maintained,Valid Input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5167; levenshtein=0.2000; semantic=0.5069; sequence_match=0.4000,False,0.4745,False,top-3 avg score 0.4745 < final_threshold 0.6
software developer organization,Open Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5670; levenshtein=0.2069; semantic=0.4970; sequence_match=0.3590,False,0.4743,False,top-3 avg score 0.4743 < final_threshold 0.6
Purchase cost,Help Resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5794; levenshtein=0.0833; semantic=0.4254; sequence_match=0.4167,False,0.4738,False,top-3 avg score 0.4738 < final_threshold 0.6
programming language,Help Resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5497; levenshtein=0.1579; semantic=0.5480; sequence_match=0.3226,False,0.4734,False,top-3 avg score 0.4734 < final_threshold 0.6
.csv,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.6038; sequence_match=0.2857,False,0.4724,False,top-3 avg score 0.4724 < final_threshold 0.6
Development status,Help Resource,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5874; levenshtein=0.2941; semantic=0.5338; sequence_match=0.2759,False,0.4718,False,top-3 avg score 0.4718 < final_threshold 0.6
Source code available,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5351; levenshtein=0.1579; semantic=0.6194; sequence_match=0.2609,False,0.4718,False,top-3 avg score 0.4718 < final_threshold 0.6
desktop graphical user interface,Proprietary Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5954; levenshtein=0.2414; semantic=0.4720; sequence_match=0.3478,False,0.4718,False,top-3 avg score 0.4718 < final_threshold 0.6
Source code available,Cel File,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5288; levenshtein=0.2632; semantic=0.5018; sequence_match=0.3846,False,0.4717,False,top-3 avg score 0.4717 < final_threshold 0.6
application programming interface,Proprietary Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5998; levenshtein=0.2258; semantic=0.5217; sequence_match=0.2917,False,0.471,False,top-3 avg score 0.4710 < final_threshold 0.6
algorithm,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.1111; semantic=0.6513; sequence_match=0.3077,False,0.4709,False,top-3 avg score 0.4709 < final_threshold 0.6
software interface,Open Source Development,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4922; levenshtein=0.1905; semantic=0.6043; sequence_match=0.3158,False,0.4708,False,top-3 avg score 0.4708 < final_threshold 0.6
PROcess,Open Source License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5700; levenshtein=0.2941; semantic=0.4254; sequence_match=0.4167,False,0.4707,False,top-3 avg score 0.4707 < final_threshold 0.6
function,Community Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5722; levenshtein=0.2500; semantic=0.4821; sequence_match=0.3571,False,0.4705,False,top-3 avg score 0.4705 < final_threshold 0.6
PROcess,Proprietary Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6022; levenshtein=0.2353; semantic=0.4755; sequence_match=0.3333,False,0.4704,False,top-3 avg score 0.4704 < final_threshold 0.6
data item,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.4516; sequence_match=0.3750,False,0.47,False,top-3 avg score 0.4700 < final_threshold 0.6
CEL ASCII format,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2143; semantic=0.4723; sequence_match=0.3478,False,0.4691,False,top-3 avg score 0.4691 < final_threshold 0.6
programming language,Maintenance Status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5566; levenshtein=0.1053; semantic=0.5169; sequence_match=0.3333,False,0.4689,False,top-3 avg score 0.4689 < final_threshold 0.6
software,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5192; levenshtein=0.1538; semantic=0.6019; sequence_match=0.2857,False,0.4689,False,top-3 avg score 0.4689 < final_threshold 0.6
file rendering,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5385; levenshtein=0.2308; semantic=0.5589; sequence_match=0.3077,False,0.4684,False,top-3 avg score 0.4684 < final_threshold 0.6
software interface,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5055; levenshtein=0.2632; semantic=0.6217; sequence_match=0.2778,False,0.4683,False,top-3 avg score 0.4683 < final_threshold 0.6
Source code available,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5497; levenshtein=0.2105; semantic=0.5314; sequence_match=0.3226,False,0.4679,False,top-3 avg score 0.4679 < final_threshold 0.6
application programming interface,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5668; levenshtein=0.1613; semantic=0.5737; sequence_match=0.2632,False,0.4679,False,top-3 avg score 0.4679 < final_threshold 0.6
software interface,Open Source License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5752; levenshtein=0.1176; semantic=0.5326; sequence_match=0.2941,False,0.4673,False,top-3 avg score 0.4673 < final_threshold 0.6
version number,Open Source License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5924; levenshtein=0.1765; semantic=0.5421; sequence_match=0.2667,False,0.4671,False,top-3 avg score 0.4671 < final_threshold 0.6
application programming interface,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5127; levenshtein=0.1613; semantic=0.6124; sequence_match=0.2727,False,0.466,False,top-3 avg score 0.4660 < final_threshold 0.6
licence,Valid Input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5762; levenshtein=0.3000; semantic=0.4667; sequence_match=0.3529,False,0.4653,False,top-3 avg score 0.4653 < final_threshold 0.6
Maintained,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.2000; semantic=0.4285; sequence_match=0.3000,False,0.4651,False,top-3 avg score 0.4651 < final_threshold 0.6
Source code available,Community Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5581; levenshtein=0.2000; semantic=0.4772; sequence_match=0.3590,False,0.4648,False,top-3 avg score 0.4648 < final_threshold 0.6
function,Requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.1818; semantic=0.5260; sequence_match=0.3158,False,0.4637,False,top-3 avg score 0.4637 < final_threshold 0.6
application programming interface,Valid Input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5467; levenshtein=0.1935; semantic=0.5018; sequence_match=0.3415,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.6
Not Free,Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.5412; sequence_match=0.3077,False,0.4629,False,top-3 avg score 0.4629 < final_threshold 0.6
algorithm,Maintained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.2000; semantic=0.5278; sequence_match=0.3158,False,0.4627,False,top-3 avg score 0.4627 < final_threshold 0.6
Source code available,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5538; levenshtein=0.2105; semantic=0.5834; sequence_match=0.2500,False,0.4624,False,top-3 avg score 0.4624 < final_threshold 0.6
Development status,Open Source License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5752; levenshtein=0.0588; semantic=0.4586; sequence_match=0.3529,False,0.4622,False,top-3 avg score 0.4622 < final_threshold 0.6
algorithm,Open Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5315; levenshtein=0.1000; semantic=0.5390; sequence_match=0.3158,False,0.4621,False,top-3 avg score 0.4621 < final_threshold 0.6
version number,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4744; levenshtein=0.0769; semantic=0.6017; sequence_match=0.3077,False,0.4612,False,top-3 avg score 0.4612 < final_threshold 0.6
Source code available,Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5368; levenshtein=0.2105; semantic=0.5020; sequence_match=0.3448,False,0.4612,False,top-3 avg score 0.4612 < final_threshold 0.6
application programming interface,Help Resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5078; levenshtein=0.1935; semantic=0.5501; sequence_match=0.3256,False,0.4612,False,top-3 avg score 0.4612 < final_threshold 0.6
software,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.1000; semantic=0.5820; sequence_match=0.3333,False,0.4607,False,top-3 avg score 0.4607 < final_threshold 0.6
GIF,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.2222; semantic=0.5672; sequence_match=0.3333,False,0.4607,False,top-3 avg score 0.4607 < final_threshold 0.6
Purchase cost,Open Source Development,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5575; levenshtein=0.3333; semantic=0.3986; sequence_match=0.4242,False,0.4601,False,top-3 avg score 0.4601 < final_threshold 0.6
desktop graphical user interface,Documentation,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5714; levenshtein=0.2414; semantic=0.5676; sequence_match=0.2381,False,0.4601,False,top-3 avg score 0.4601 < final_threshold 0.6
software interface,Download Source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5420; levenshtein=0.2353; semantic=0.5157; sequence_match=0.3226,False,0.4601,False,top-3 avg score 0.4601 < final_threshold 0.6
Free,Open Source License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5310; levenshtein=0.1765; semantic=0.5628; sequence_match=0.2857,False,0.4598,False,top-3 avg score 0.4598 < final_threshold 0.6
file rendering,Open Source Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5763; levenshtein=0.1905; semantic=0.5078; sequence_match=0.2941,False,0.4594,False,top-3 avg score 0.4594 < final_threshold 0.6
CEL binary format,Documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5731; levenshtein=0.0667; semantic=0.4457; sequence_match=0.3571,False,0.4587,False,top-3 avg score 0.4587 < final_threshold 0.6
CEL ASCII format,Data Export,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5524; levenshtein=0.2857; semantic=0.4902; sequence_match=0.3333,False,0.4586,False,top-3 avg score 0.4586 < final_threshold 0.6
data format specification,Open Source License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5662; levenshtein=0.1739; semantic=0.4597; sequence_match=0.3500,False,0.4586,False,top-3 avg score 0.4586 < final_threshold 0.6
data item,Export Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5792; levenshtein=0.1875; semantic=0.4622; sequence_match=0.3333,False,0.4582,False,top-3 avg score 0.4582 < final_threshold 0.6
Source code available,Algorithm Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5196; levenshtein=0.1429; semantic=0.5550; sequence_match=0.3000,False,0.4582,False,top-3 avg score 0.4582 < final_threshold 0.6
licence,Development Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5294; levenshtein=0.2667; semantic=0.4801; sequence_match=0.3636,False,0.4577,False,top-3 avg score 0.4577 < final_threshold 0.6
software interface,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4766; levenshtein=0.1765; semantic=0.6657; sequence_match=0.2308,False,0.4577,False,top-3 avg score 0.4577 < final_threshold 0.6
version number,Development Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5094; levenshtein=0.2000; semantic=0.5048; sequence_match=0.3571,False,0.4571,False,top-3 avg score 0.4571 < final_threshold 0.6
software interface,Requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5399; levenshtein=0.1765; semantic=0.4744; sequence_match=0.3571,False,0.4571,False,top-3 avg score 0.4571 < final_threshold 0.6
