gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,Programming Language,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
web service,Web Service,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
software,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9333; levenshtein=0.6667; semantic=0.8048; sequence_match=0.8000,False,0.846,True,selected
CEL binary format,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.1333; semantic=0.4851; sequence_match=0.2222,False,0.3858,False,top-3 avg score 0.3858 < final_threshold 0.6
software interface,Valid Input,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3784; levenshtein=0.1176; semantic=0.4817; sequence_match=0.2963,False,0.3855,False,top-3 avg score 0.3855 < final_threshold 0.6
Development status,Format Category,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4827; levenshtein=0.1176; semantic=0.4155; sequence_match=0.2581,False,0.3854,False,top-3 avg score 0.3854 < final_threshold 0.6
GIF,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4861; levenshtein=0.1250; semantic=0.4883; sequence_match=0.1818,False,0.3854,False,top-3 avg score 0.3854 < final_threshold 0.6
text editing,Help Resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4495; levenshtein=0.1667; semantic=0.5308; sequence_match=0.1739,False,0.3847,False,top-3 avg score 0.3847 < final_threshold 0.6
file rendering,Development Activity Level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5148; levenshtein=0.1667; semantic=0.4227; sequence_match=0.2162,False,0.3846,False,top-3 avg score 0.3846 < final_threshold 0.6
file rendering,Collaboration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5385; levenshtein=0.1538; semantic=0.4601; sequence_match=0.1538,False,0.3841,False,top-3 avg score 0.3841 < final_threshold 0.6
version number,Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3291; levenshtein=0.1538; semantic=0.6121; sequence_match=0.2105,False,0.3839,False,top-3 avg score 0.3839 < final_threshold 0.6
Maintained,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.1000; semantic=0.5574; sequence_match=0.1429,False,0.3834,False,top-3 avg score 0.3834 < final_threshold 0.6
text editing,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.5699; sequence_match=0.1333,False,0.3834,False,top-3 avg score 0.3834 < final_threshold 0.6
software developer role,License Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4993; levenshtein=0.1905; semantic=0.4008; sequence_match=0.2500,False,0.3833,False,top-3 avg score 0.3833 < final_threshold 0.6
software,Development Activity Level,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3889; levenshtein=0.1250; semantic=0.5104; sequence_match=0.2500,False,0.3831,False,top-3 avg score 0.3831 < final_threshold 0.6
Not Free,Development Model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4276; levenshtein=0.1875; semantic=0.4608; sequence_match=0.2609,False,0.3831,False,top-3 avg score 0.3831 < final_threshold 0.6
programming language,Format Category,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4799; levenshtein=0.2105; semantic=0.4586; sequence_match=0.1818,False,0.383,False,top-3 avg score 0.3830 < final_threshold 0.6
Source code available,Algorithm Usage,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4703; levenshtein=0.1579; semantic=0.5206; sequence_match=0.1212,False,0.383,False,top-3 avg score 0.3830 < final_threshold 0.6
web service,Collaborator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4556; levenshtein=0.0833; semantic=0.5111; sequence_match=0.1818,False,0.3828,False,top-3 avg score 0.3828 < final_threshold 0.6
licence,Version Feature Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.4065; sequence_match=0.2308,False,0.3826,False,top-3 avg score 0.3826 < final_threshold 0.6
Purchase cost,Valid Input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4556; levenshtein=0.0833; semantic=0.4191; sequence_match=0.2727,False,0.3825,False,top-3 avg score 0.3825 < final_threshold 0.6
Not Free,Tool Version,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4784; levenshtein=0.1818; semantic=0.4857; sequence_match=0.1111,False,0.382,False,top-3 avg score 0.3820 < final_threshold 0.6
PROcess,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3360; levenshtein=0.1111; semantic=0.5598; sequence_match=0.2500,False,0.3819,False,top-3 avg score 0.3819 < final_threshold 0.6
version number,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.0769; semantic=0.5847; sequence_match=0.1176,False,0.3815,False,top-3 avg score 0.3815 < final_threshold 0.6
version number,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.0769; semantic=0.5846; sequence_match=0.1176,False,0.3815,False,top-3 avg score 0.3815 < final_threshold 0.6
Open source software license,Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5256; levenshtein=0.1200; semantic=0.4253; sequence_match=0.1935,False,0.3815,False,top-3 avg score 0.3815 < final_threshold 0.6
CEL ASCII format,Web Service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5524; levenshtein=0.1429; semantic=0.4250; sequence_match=0.1667,False,0.3813,False,top-3 avg score 0.3813 < final_threshold 0.6
Open source software license,Collaboration,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5360; levenshtein=0.2000; semantic=0.4071; sequence_match=0.1053,False,0.381,False,top-3 avg score 0.3810 < final_threshold 0.6
software,License Type,semantic+sequence_match+jaro_winkler,jaro_winkler=0.3106; levenshtein=0.0909; semantic=0.5159; sequence_match=0.3158,False,0.3808,False,top-3 avg score 0.3808 < final_threshold 0.6
.csv,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0000; semantic=0.5343; sequence_match=0.1333,False,0.3799,False,top-3 avg score 0.3799 < final_threshold 0.6
function,Development Model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4097; levenshtein=0.1250; semantic=0.4790; sequence_match=0.2500,False,0.3796,False,top-3 avg score 0.3796 < final_threshold 0.6
file rendering,Format Category,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4473; levenshtein=0.1429; semantic=0.4691; sequence_match=0.2222,False,0.3795,False,top-3 avg score 0.3795 < final_threshold 0.6
.csv,Tool Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4747; levenshtein=0.0909; semantic=0.5210; sequence_match=0.1429,False,0.3795,False,top-3 avg score 0.3795 < final_threshold 0.6
software,Tool Data Task Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4060; levenshtein=0.2353; semantic=0.4922; sequence_match=0.2400,False,0.3794,False,top-3 avg score 0.3794 < final_threshold 0.6
algorithm,Development Activity Level,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1250; semantic=0.4839; sequence_match=0.1818,False,0.3793,False,top-3 avg score 0.3793 < final_threshold 0.6
function,Help Resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4028; levenshtein=0.0833; semantic=0.5348; sequence_match=0.2000,False,0.3792,False,top-3 avg score 0.3792 < final_threshold 0.6
programming language,Tool Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4392; levenshtein=0.1579; semantic=0.4982; sequence_match=0.2000,False,0.3791,False,top-3 avg score 0.3791 < final_threshold 0.6
function,Tool Compatibility,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4118; levenshtein=0.1765; semantic=0.4848; sequence_match=0.2400,False,0.3788,False,top-3 avg score 0.3788 < final_threshold 0.6
Purchase cost,Collaborator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4778; levenshtein=0.0000; semantic=0.4080; sequence_match=0.2500,False,0.3786,False,top-3 avg score 0.3786 < final_threshold 0.6
XML,Tool Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4747; levenshtein=0.0909; semantic=0.5166; sequence_match=0.1429,False,0.3781,False,top-3 avg score 0.3781 < final_threshold 0.6
licence,Dataset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.5620; sequence_match=0.1429,False,0.3778,False,top-3 avg score 0.3778 < final_threshold 0.6
function,Dataset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.0000; semantic=0.5772; sequence_match=0.1333,False,0.3777,False,top-3 avg score 0.3777 < final_threshold 0.6
version number,Format Category,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5139; levenshtein=0.1429; semantic=0.4705; sequence_match=0.1481,False,0.3775,False,top-3 avg score 0.3775 < final_threshold 0.6
Not Free,Collaboration,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4799; levenshtein=0.1538; semantic=0.4983; sequence_match=0.1000,False,0.3773,False,top-3 avg score 0.3773 < final_threshold 0.6
licence,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.1250; semantic=0.5758; sequence_match=0.1333,False,0.3772,False,top-3 avg score 0.3772 < final_threshold 0.6
function,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4120; levenshtein=0.0000; semantic=0.6017; sequence_match=0.1176,False,0.3771,False,top-3 avg score 0.3771 < final_threshold 0.6
Purchase cost,Version Feature Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5077; levenshtein=0.1579; semantic=0.3651; sequence_match=0.2581,False,0.377,False,top-3 avg score 0.3770 < final_threshold 0.6
XML,Algorithm Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4683; levenshtein=0.0714; semantic=0.5450; sequence_match=0.1176,False,0.377,False,top-3 avg score 0.3770 < final_threshold 0.6
Open source software license,Dataset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4051; levenshtein=0.1200; semantic=0.4756; sequence_match=0.2500,False,0.3769,False,top-3 avg score 0.3769 < final_threshold 0.6
Free,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.1111; semantic=0.5213; sequence_match=0.1538,False,0.3763,False,top-3 avg score 0.3763 < final_threshold 0.6
data format specification,Version Feature Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4735; levenshtein=0.1739; semantic=0.4158; sequence_match=0.2381,False,0.3758,False,top-3 avg score 0.3758 < final_threshold 0.6
XML,Tool Compatibility,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4281; levenshtein=0.1176; semantic=0.4989; sequence_match=0.2000,False,0.3757,False,top-3 avg score 0.3757 < final_threshold 0.6
.csv,Collaborator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0833; semantic=0.5205; sequence_match=0.1333,False,0.3754,False,top-3 avg score 0.3754 < final_threshold 0.6
Free,Algorithm Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.1429; semantic=0.4626; sequence_match=0.2222,False,0.3751,False,top-3 avg score 0.3751 < final_threshold 0.6
Purchase cost,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4630; levenshtein=0.0833; semantic=0.4707; sequence_match=0.1905,False,0.3747,False,top-3 avg score 0.3747 < final_threshold 0.6
programming language,Collaborator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4386; levenshtein=0.1579; semantic=0.4914; sequence_match=0.1935,False,0.3745,False,top-3 avg score 0.3745 < final_threshold 0.6
software developer role,Dataset,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5175; levenshtein=0.1429; semantic=0.4632; sequence_match=0.1429,False,0.3745,False,top-3 avg score 0.3745 < final_threshold 0.6
data item,Version Feature Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4035; levenshtein=0.1579; semantic=0.4237; sequence_match=0.2963,False,0.3745,False,top-3 avg score 0.3745 < final_threshold 0.6
CEL binary format,Web Service,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4722; levenshtein=0.2000; semantic=0.4510; sequence_match=0.1600,False,0.3744,False,top-3 avg score 0.3744 < final_threshold 0.6
plain text file format,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.3812; sequence_match=0.2308,False,0.3742,False,top-3 avg score 0.3742 < final_threshold 0.6
XML,License Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4747; levenshtein=0.0000; semantic=0.5048; sequence_match=0.1429,False,0.3741,False,top-3 avg score 0.3741 < final_threshold 0.6
version number,Collaboration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3718; levenshtein=0.0000; semantic=0.4426; sequence_match=0.3077,False,0.374,False,top-3 avg score 0.3740 < final_threshold 0.6
Purchase cost,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4313; levenshtein=0.1579; semantic=0.4322; sequence_match=0.2581,False,0.3739,False,top-3 avg score 0.3739 < final_threshold 0.6
XML,Format Category,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4683; levenshtein=0.0714; semantic=0.5354; sequence_match=0.1176,False,0.3738,False,top-3 avg score 0.3738 < final_threshold 0.6
XML,Collaborator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0833; semantic=0.5154; sequence_match=0.1333,False,0.3736,False,top-3 avg score 0.3736 < final_threshold 0.6
software developer organization,License Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4831; levenshtein=0.1379; semantic=0.4376; sequence_match=0.2000,False,0.3736,False,top-3 avg score 0.3736 < final_threshold 0.6
software,Tool Compatibility,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4060; levenshtein=0.1176; semantic=0.5542; sequence_match=0.1600,False,0.3734,False,top-3 avg score 0.3734 < final_threshold 0.6
Open source software license,Tool Compatibility,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4817; levenshtein=0.2000; semantic=0.3997; sequence_match=0.2381,False,0.3731,False,top-3 avg score 0.3731 < final_threshold 0.6
CEL ASCII format,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.0000; semantic=0.4337; sequence_match=0.1538,False,0.3731,False,top-3 avg score 0.3731 < final_threshold 0.6
Maintained,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.1000; semantic=0.5212; sequence_match=0.1111,False,0.3719,False,top-3 avg score 0.3719 < final_threshold 0.6
programming language,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4342; levenshtein=0.0526; semantic=0.5943; sequence_match=0.0870,False,0.3718,False,top-3 avg score 0.3718 < final_threshold 0.6
PROcess,Tool Version Export,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5189; levenshtein=0.1765; semantic=0.4192; sequence_match=0.1667,False,0.3715,False,top-3 avg score 0.3715 < final_threshold 0.6
.csv,Help Resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0833; semantic=0.5087; sequence_match=0.1333,False,0.3714,False,top-3 avg score 0.3714 < final_threshold 0.6
version number,Tool Compatibility,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4310; levenshtein=0.1176; semantic=0.5488; sequence_match=0.1333,False,0.371,False,top-3 avg score 0.3710 < final_threshold 0.6
web service,Algorithm Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5048; levenshtein=0.0714; semantic=0.5245; sequence_match=0.0833,False,0.3709,False,top-3 avg score 0.3709 < final_threshold 0.6
Purchase cost,Tool Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4823; levenshtein=0.0833; semantic=0.3690; sequence_match=0.2609,False,0.3707,False,top-3 avg score 0.3707 < final_threshold 0.6
Open source software license,Algorithm Usage,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4981; levenshtein=0.1600; semantic=0.4539; sequence_match=0.1026,False,0.3707,False,top-3 avg score 0.3707 < final_threshold 0.6
XML,Collaboration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4701; levenshtein=0.0769; semantic=0.5147; sequence_match=0.1250,False,0.3699,False,top-3 avg score 0.3699 < final_threshold 0.6
web service,Programming Language,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4351; levenshtein=0.1053; semantic=0.5689; sequence_match=0.0690,False,0.3697,False,top-3 avg score 0.3697 < final_threshold 0.6
GIF,Valid Input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4778; levenshtein=0.1000; semantic=0.4757; sequence_match=0.1538,False,0.3691,False,top-3 avg score 0.3691 < final_threshold 0.6
Free,Development Model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1250; semantic=0.3639; sequence_match=0.2000,False,0.3685,False,top-3 avg score 0.3685 < final_threshold 0.6
Open source software license,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4844; levenshtein=0.1200; semantic=0.4442; sequence_match=0.1765,False,0.3684,False,top-3 avg score 0.3684 < final_threshold 0.6
software developer organization,Tool Data Task Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5239; levenshtein=0.1034; semantic=0.4060; sequence_match=0.1739,False,0.368,False,top-3 avg score 0.3680 < final_threshold 0.6
Maintained,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4056; levenshtein=0.0833; semantic=0.4254; sequence_match=0.2727,False,0.3679,False,top-3 avg score 0.3679 < final_threshold 0.6
.csv,Format Category,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4683; levenshtein=0.0714; semantic=0.5175; sequence_match=0.1176,False,0.3678,False,top-3 avg score 0.3678 < final_threshold 0.6
function,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1667; semantic=0.4722; sequence_match=0.2000,False,0.3676,False,top-3 avg score 0.3676 < final_threshold 0.6
text editing,Algorithm Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3846; levenshtein=0.1429; semantic=0.4779; sequence_match=0.2400,False,0.3675,False,top-3 avg score 0.3675 < final_threshold 0.6
Development status,Collaborator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3562; levenshtein=0.1765; semantic=0.4692; sequence_match=0.2759,False,0.3671,False,top-3 avg score 0.3671 < final_threshold 0.6
.csv,Tool Version Export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4281; levenshtein=0.0588; semantic=0.5729; sequence_match=0.1000,False,0.367,False,top-3 avg score 0.3670 < final_threshold 0.6
data format specification,License Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4292; levenshtein=0.1304; semantic=0.4952; sequence_match=0.1765,False,0.3669,False,top-3 avg score 0.3669 < final_threshold 0.6
data format specification,Help Resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4758; levenshtein=0.1304; semantic=0.4535; sequence_match=0.1714,False,0.3669,False,top-3 avg score 0.3669 < final_threshold 0.6
text editing,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3658; levenshtein=0.1579; semantic=0.5346; sequence_match=0.2000,False,0.3668,False,top-3 avg score 0.3668 < final_threshold 0.6
programming language,License Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4769; levenshtein=0.1053; semantic=0.4893; sequence_match=0.1333,False,0.3665,False,top-3 avg score 0.3665 < final_threshold 0.6
function,Algorithm Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4187; levenshtein=0.0714; semantic=0.5870; sequence_match=0.0909,False,0.3655,False,top-3 avg score 0.3655 < final_threshold 0.6
application programming interface,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3545; levenshtein=0.1290; semantic=0.5952; sequence_match=0.1463,False,0.3654,False,top-3 avg score 0.3654 < final_threshold 0.6
web service,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4083; levenshtein=0.0000; semantic=0.5758; sequence_match=0.1111,False,0.3651,False,top-3 avg score 0.3651 < final_threshold 0.6
Purchase cost,Collaboration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4671; levenshtein=0.0000; semantic=0.3879; sequence_match=0.2400,False,0.365,False,top-3 avg score 0.3650 < final_threshold 0.6
software interface,Publication,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4496; levenshtein=0.0588; semantic=0.5020; sequence_match=0.1429,False,0.3648,False,top-3 avg score 0.3648 < final_threshold 0.6
file rendering,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.1538; semantic=0.4796; sequence_match=0.1905,False,0.3647,False,top-3 avg score 0.3647 < final_threshold 0.6
Open source software license,Format Category,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5471; levenshtein=0.2000; semantic=0.3410; sequence_match=0.2051,False,0.3644,False,top-3 avg score 0.3644 < final_threshold 0.6
software interface,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3725; levenshtein=0.0588; semantic=0.6252; sequence_match=0.0952,False,0.3643,False,top-3 avg score 0.3643 < final_threshold 0.6
.csv,Collaboration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4701; levenshtein=0.0769; semantic=0.4970; sequence_match=0.1250,False,0.364,False,top-3 avg score 0.3640 < final_threshold 0.6
Free,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4342; levenshtein=0.1053; semantic=0.4827; sequence_match=0.1739,False,0.3636,False,top-3 avg score 0.3636 < final_threshold 0.6
data item,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3999; levenshtein=0.1053; semantic=0.4686; sequence_match=0.2222,False,0.3636,False,top-3 avg score 0.3636 < final_threshold 0.6
software developer role,Task,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5198; levenshtein=0.0952; semantic=0.4737; sequence_match=0.0800,False,0.3629,False,top-3 avg score 0.3629 < final_threshold 0.6
PROcess,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3360; levenshtein=0.1111; semantic=0.6273; sequence_match=0.1250,False,0.3628,False,top-3 avg score 0.3628 < final_threshold 0.6
plain text file format,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4942; levenshtein=0.1053; semantic=0.4646; sequence_match=0.1290,False,0.3626,False,top-3 avg score 0.3626 < final_threshold 0.6
licence,Collaboration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3132; levenshtein=0.0769; semantic=0.4742; sequence_match=0.3000,False,0.3625,False,top-3 avg score 0.3625 < final_threshold 0.6
software developer organization,Task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5067; levenshtein=0.0690; semantic=0.5110; sequence_match=0.0606,False,0.3622,False,top-3 avg score 0.3622 < final_threshold 0.6
licence,Format Category,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4762; levenshtein=0.1429; semantic=0.4193; sequence_match=0.1905,False,0.362,False,top-3 avg score 0.3620 < final_threshold 0.6
licence,Tool Compatibility,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4678; levenshtein=0.1176; semantic=0.4494; sequence_match=0.1667,False,0.3613,False,top-3 avg score 0.3613 < final_threshold 0.6
CEL binary format,Development Activity Level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.1667; semantic=0.3313; sequence_match=0.2051,False,0.3612,False,top-3 avg score 0.3612 < final_threshold 0.6
programming language,Tool Compatibility,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3896; levenshtein=0.1053; semantic=0.4713; sequence_match=0.2222,False,0.361,False,top-3 avg score 0.3610 < final_threshold 0.6
software developer role,Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1429; semantic=0.3777; sequence_match=0.1481,False,0.361,False,top-3 avg score 0.3610 < final_threshold 0.6
GIF,Version Feature Usage,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5906; levenshtein=0.1053; semantic=0.3865; sequence_match=0.0909,False,0.3608,False,top-3 avg score 0.3608 < final_threshold 0.6
algorithm,Version Feature Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4683; levenshtein=0.1053; semantic=0.4702; sequence_match=0.1429,False,0.3605,False,top-3 avg score 0.3605 < final_threshold 0.6
file rendering,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.0000; semantic=0.5203; sequence_match=0.1176,False,0.3601,False,top-3 avg score 0.3601 < final_threshold 0.6
data item,Tool Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4381; levenshtein=0.0000; semantic=0.4307; sequence_match=0.2105,False,0.3598,False,top-3 avg score 0.3598 < final_threshold 0.6
Open source software license,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4750; levenshtein=0.1200; semantic=0.4830; sequence_match=0.1212,False,0.3597,False,top-3 avg score 0.3597 < final_threshold 0.6
XML,Tool Version Export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4641; levenshtein=0.0588; semantic=0.5150; sequence_match=0.1000,False,0.3597,False,top-3 avg score 0.3597 < final_threshold 0.6
web service,Valid Input,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4000; levenshtein=0.0000; semantic=0.4790; sequence_match=0.2000,False,0.3597,False,top-3 avg score 0.3597 < final_threshold 0.6
data item,License Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4381; levenshtein=0.0909; semantic=0.4302; sequence_match=0.2105,False,0.3596,False,top-3 avg score 0.3596 < final_threshold 0.6
data format specification,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4391; levenshtein=0.1739; semantic=0.4556; sequence_match=0.1818,False,0.3588,False,top-3 avg score 0.3588 < final_threshold 0.6
Source code available,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3999; levenshtein=0.0526; semantic=0.5274; sequence_match=0.1481,False,0.3585,False,top-3 avg score 0.3585 < final_threshold 0.6
Purchase cost,Tool Compatibility,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5036; levenshtein=0.1765; semantic=0.3645; sequence_match=0.2069,False,0.3583,False,top-3 avg score 0.3583 < final_threshold 0.6
Maintained,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4037; levenshtein=0.1000; semantic=0.5642; sequence_match=0.1053,False,0.3577,False,top-3 avg score 0.3577 < final_threshold 0.6
function,Valid Input,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3167; levenshtein=0.1000; semantic=0.5326; sequence_match=0.2222,False,0.3572,False,top-3 avg score 0.3572 < final_threshold 0.6
.csv,Development Activity Level,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.0833; semantic=0.4637; sequence_match=0.1481,False,0.3567,False,top-3 avg score 0.3567 < final_threshold 0.6
plain text file format,Tool Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4537; levenshtein=0.1579; semantic=0.4156; sequence_match=0.2000,False,0.3564,False,top-3 avg score 0.3564 < final_threshold 0.6
Source code available,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4342; levenshtein=0.0526; semantic=0.5472; sequence_match=0.0870,False,0.3561,False,top-3 avg score 0.3561 < final_threshold 0.6
Source code available,Valid Input,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3749; levenshtein=0.1053; semantic=0.4830; sequence_match=0.2069,False,0.3549,False,top-3 avg score 0.3549 < final_threshold 0.6
function,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4083; levenshtein=0.1000; semantic=0.5447; sequence_match=0.1111,False,0.3547,False,top-3 avg score 0.3547 < final_threshold 0.6
