gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Free,Free,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,Programming Language,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
web service,Web Service,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Not Free,Non-Free,semantic+jaro_winkler+levenshtein,jaro_winkler=0.9238; levenshtein=0.8571; semantic=0.9493; sequence_match=0.8571,False,0.9101,True,selected
Development status,Open Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5759; levenshtein=0.1765; semantic=0.4896; sequence_match=0.4516,False,0.5057,False,top-3 avg score 0.5057 < final_threshold 0.6
Purchase cost,Open Source License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6487; levenshtein=0.2941; semantic=0.4530; sequence_match=0.4138,False,0.5052,False,top-3 avg score 0.5052 < final_threshold 0.6
software interface,Maintenance Status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5381; levenshtein=0.1176; semantic=0.5060; sequence_match=0.4706,False,0.5049,False,top-3 avg score 0.5049 < final_threshold 0.6
algorithm,Collaborator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5907; levenshtein=0.3333; semantic=0.5402; sequence_match=0.3810,False,0.504,False,top-3 avg score 0.5040 < final_threshold 0.6
Open source software license,Help Resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3200; semantic=0.4677; sequence_match=0.4324,False,0.5038,False,top-3 avg score 0.5038 < final_threshold 0.6
desktop graphical user interface,Help Resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6935; levenshtein=0.2414; semantic=0.5244; sequence_match=0.2927,False,0.5035,False,top-3 avg score 0.5035 < final_threshold 0.6
software interface,Free,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6422; levenshtein=0.2353; semantic=0.4869; sequence_match=0.3810,False,0.5033,False,top-3 avg score 0.5033 < final_threshold 0.6
PROcess,Pricing Model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5595; levenshtein=0.2500; semantic=0.5292; sequence_match=0.4211,False,0.5033,False,top-3 avg score 0.5033 < final_threshold 0.6
Development status,Actively Maintained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5654; levenshtein=0.2222; semantic=0.5438; sequence_match=0.4000,False,0.5031,False,top-3 avg score 0.5031 < final_threshold 0.6
application programming interface,Proprietary Development,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6020; levenshtein=0.1613; semantic=0.6040; sequence_match=0.3019,False,0.5026,False,top-3 avg score 0.5026 < final_threshold 0.6
Source code available,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4729; levenshtein=0.2105; semantic=0.6775; sequence_match=0.3571,False,0.5025,False,top-3 avg score 0.5025 < final_threshold 0.6
data item,Actively Maintained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6594; levenshtein=0.2778; semantic=0.4576; sequence_match=0.3846,False,0.5005,False,top-3 avg score 0.5005 < final_threshold 0.6
software,Free,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4583; levenshtein=0.2500; semantic=0.5410; sequence_match=0.5000,False,0.4998,False,top-3 avg score 0.4998 < final_threshold 0.6
programming language,Proprietary Development,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5535; levenshtein=0.2273; semantic=0.6039; sequence_match=0.3415,False,0.4996,False,top-3 avg score 0.4996 < final_threshold 0.6
application programming interface,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6323; levenshtein=0.1935; semantic=0.6159; sequence_match=0.2500,False,0.4994,False,top-3 avg score 0.4994 < final_threshold 0.6
file rendering,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6264; levenshtein=0.2308; semantic=0.4703; sequence_match=0.4000,False,0.4989,False,top-3 avg score 0.4989 < final_threshold 0.6
web service,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5519; levenshtein=0.2000; semantic=0.6284; sequence_match=0.3158,False,0.4987,False,top-3 avg score 0.4987 < final_threshold 0.6
software,Data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5781; sequence_match=0.3333,False,0.4983,False,top-3 avg score 0.4983 < final_threshold 0.6
CEL ASCII format,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.4943; sequence_match=0.3810,False,0.4981,False,top-3 avg score 0.4981 < final_threshold 0.6
data format specification,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6703; levenshtein=0.2174; semantic=0.4351; sequence_match=0.3871,False,0.4975,False,top-3 avg score 0.4975 < final_threshold 0.6
Maintained,Programming Language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5830; levenshtein=0.2105; semantic=0.4897; sequence_match=0.4138,False,0.4955,False,top-3 avg score 0.4955 < final_threshold 0.6
version number,Actively Maintained,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5472; levenshtein=0.2222; semantic=0.5514; sequence_match=0.3871,False,0.4952,False,top-3 avg score 0.4952 < final_threshold 0.6
web service,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5738; levenshtein=0.3000; semantic=0.5589; sequence_match=0.3529,False,0.4952,False,top-3 avg score 0.4952 < final_threshold 0.6
software developer organization,Open Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6459; levenshtein=0.2069; semantic=0.5104; sequence_match=0.3256,False,0.494,False,top-3 avg score 0.4940 < final_threshold 0.6
Source code available,Export Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5676; levenshtein=0.2105; semantic=0.5139; sequence_match=0.4000,False,0.4938,False,top-3 avg score 0.4938 < final_threshold 0.6
Not Free,TXT Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.3333; semantic=0.5164; sequence_match=0.3750,False,0.4933,False,top-3 avg score 0.4933 < final_threshold 0.6
application programming interface,Actively Maintained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6003; levenshtein=0.2903; semantic=0.5119; sequence_match=0.3673,False,0.4932,False,top-3 avg score 0.4932 < final_threshold 0.6
PROcess,Software Source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.1429; semantic=0.4720; sequence_match=0.3810,False,0.4922,False,top-3 avg score 0.4922 < final_threshold 0.6
application programming interface,Open Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5923; levenshtein=0.2258; semantic=0.5684; sequence_match=0.3111,False,0.4906,False,top-3 avg score 0.4906 < final_threshold 0.6
desktop graphical user interface,Programming Language,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5707; levenshtein=0.3103; semantic=0.5867; sequence_match=0.2917,False,0.4892,False,top-3 avg score 0.4892 < final_threshold 0.6
licence,Pricing Model,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6349; levenshtein=0.3333; semantic=0.4989; sequence_match=0.3158,False,0.4891,False,top-3 avg score 0.4891 < final_threshold 0.6
application programming interface,Algorithm Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6226; levenshtein=0.2258; semantic=0.5774; sequence_match=0.2667,False,0.4889,False,top-3 avg score 0.4889 < final_threshold 0.6
Open source software license,Open Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5935; levenshtein=0.2400; semantic=0.5131; sequence_match=0.3590,False,0.4885,False,top-3 avg score 0.4885 < final_threshold 0.6
software,CSV Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5935; levenshtein=0.2222; semantic=0.5172; sequence_match=0.3529,False,0.4879,False,top-3 avg score 0.4879 < final_threshold 0.6
Source code available,Non-Free,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.1579; semantic=0.5588; sequence_match=0.3077,False,0.4868,False,top-3 avg score 0.4868 < final_threshold 0.6
Free,Help Resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2500; semantic=0.5298; sequence_match=0.3750,False,0.4868,False,top-3 avg score 0.4868 < final_threshold 0.6
web service,Open Source Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5825; levenshtein=0.2381; semantic=0.5538; sequence_match=0.3226,False,0.4863,False,top-3 avg score 0.4863 < final_threshold 0.6
application programming interface,Valid Input Specification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6396; levenshtein=0.2258; semantic=0.4476; sequence_match=0.3704,False,0.4859,False,top-3 avg score 0.4859 < final_threshold 0.6
algorithm,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.0000; semantic=0.6418; sequence_match=0.3333,False,0.4855,False,top-3 avg score 0.4855 < final_threshold 0.6
desktop graphical user interface,Export Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6510; levenshtein=0.2414; semantic=0.4500; sequence_match=0.3556,False,0.4855,False,top-3 avg score 0.4855 < final_threshold 0.6
data item,Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.5285; sequence_match=0.4000,False,0.4854,False,top-3 avg score 0.4854 < final_threshold 0.6
algorithm,Community,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.1111; semantic=0.5663; sequence_match=0.3333,False,0.4851,False,top-3 avg score 0.4851 < final_threshold 0.6
programming language,Pricing Model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6301; levenshtein=0.2632; semantic=0.4374; sequence_match=0.3871,False,0.4849,False,top-3 avg score 0.4849 < final_threshold 0.6
Open source software license,Proprietary Development,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5754; levenshtein=0.2800; semantic=0.5986; sequence_match=0.2128,False,0.4847,False,top-3 avg score 0.4847 < final_threshold 0.6
software,Proprietary Development,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.1818; semantic=0.6366; sequence_match=0.3333,False,0.4847,False,top-3 avg score 0.4847 < final_threshold 0.6
software interface,Proprietary Development,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5351; levenshtein=0.2273; semantic=0.5597; sequence_match=0.3590,False,0.4846,False,top-3 avg score 0.4846 < final_threshold 0.6
Maintained,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5762; levenshtein=0.2000; semantic=0.5211; sequence_match=0.3529,False,0.4834,False,top-3 avg score 0.4834 < final_threshold 0.6
software interface,Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5621; levenshtein=0.1176; semantic=0.5422; sequence_match=0.3448,False,0.483,False,top-3 avg score 0.4830 < final_threshold 0.6
programming language,Proprietary Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5590; levenshtein=0.2381; semantic=0.5385; sequence_match=0.3500,False,0.4825,False,top-3 avg score 0.4825 < final_threshold 0.6
application programming interface,Collaboration Opportunity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6026; levenshtein=0.2903; semantic=0.4807; sequence_match=0.3636,False,0.4823,False,top-3 avg score 0.4823 < final_threshold 0.6
plain text file format,Maintenance Status,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6307; levenshtein=0.3158; semantic=0.3717; sequence_match=0.4444,False,0.4823,False,top-3 avg score 0.4823 < final_threshold 0.6
XML,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.6329; sequence_match=0.2857,False,0.4821,False,top-3 avg score 0.4821 < final_threshold 0.6
file rendering,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5801; levenshtein=0.2308; semantic=0.5919; sequence_match=0.2727,False,0.4816,False,top-3 avg score 0.4816 < final_threshold 0.6
software developer organization,Collaboration Opportunity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6145; levenshtein=0.2759; semantic=0.4897; sequence_match=0.3396,False,0.4813,False,top-3 avg score 0.4813 < final_threshold 0.6
Development status,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5189; levenshtein=0.1765; semantic=0.5900; sequence_match=0.3333,False,0.4807,False,top-3 avg score 0.4807 < final_threshold 0.6
software developer organization,Collaborator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5757; levenshtein=0.2414; semantic=0.5248; sequence_match=0.3415,False,0.4806,False,top-3 avg score 0.4806 < final_threshold 0.6
software,Help Resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.5689; sequence_match=0.4000,False,0.4804,False,top-3 avg score 0.4804 < final_threshold 0.6
software,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.6076; sequence_match=0.2500,False,0.4803,False,top-3 avg score 0.4803 < final_threshold 0.6
text editing,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.2727; semantic=0.5394; sequence_match=0.3333,False,0.4799,False,top-3 avg score 0.4799 < final_threshold 0.6
data item,Proprietary Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.2381; semantic=0.5831; sequence_match=0.3448,False,0.4799,False,top-3 avg score 0.4799 < final_threshold 0.6
Development status,Data Tool Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6120; levenshtein=0.2353; semantic=0.4273; sequence_match=0.4000,False,0.4798,False,top-3 avg score 0.4798 < final_threshold 0.6
file rendering,Software License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5912; levenshtein=0.2000; semantic=0.4881; sequence_match=0.3571,False,0.4788,False,top-3 avg score 0.4788 < final_threshold 0.6
file rendering,CEL File Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4744; levenshtein=0.1538; semantic=0.5775; sequence_match=0.3846,False,0.4788,False,top-3 avg score 0.4788 < final_threshold 0.6
version number,Web Service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5615; levenshtein=0.2308; semantic=0.5270; sequence_match=0.3478,False,0.4788,False,top-3 avg score 0.4788 < final_threshold 0.6
Not Free,Open Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.2857; semantic=0.5552; sequence_match=0.2857,False,0.4787,False,top-3 avg score 0.4787 < final_threshold 0.6
desktop graphical user interface,Open Source License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6497; levenshtein=0.2414; semantic=0.4818; sequence_match=0.3043,False,0.4786,False,top-3 avg score 0.4786 < final_threshold 0.6
Not Free,Maintenance Status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6022; levenshtein=0.1176; semantic=0.4996; sequence_match=0.3333,False,0.4784,False,top-3 avg score 0.4784 < final_threshold 0.6
version number,Feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5430; levenshtein=0.2308; semantic=0.5913; sequence_match=0.3000,False,0.4781,False,top-3 avg score 0.4781 < final_threshold 0.6
software developer role,Free,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7302; levenshtein=0.1905; semantic=0.3841; sequence_match=0.3200,False,0.4781,False,top-3 avg score 0.4781 < final_threshold 0.6
Maintained,Homepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5583; levenshtein=0.2000; semantic=0.5426; sequence_match=0.3333,False,0.4781,False,top-3 avg score 0.4781 < final_threshold 0.6
software,Open Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6151; levenshtein=0.1429; semantic=0.5463; sequence_match=0.2727,False,0.478,False,top-3 avg score 0.4780 < final_threshold 0.6
desktop graphical user interface,Maintenance Status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6095; levenshtein=0.1724; semantic=0.4768; sequence_match=0.3478,False,0.478,False,top-3 avg score 0.4780 < final_threshold 0.6
function,Tool Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.2727; semantic=0.4747; sequence_match=0.4211,False,0.4779,False,top-3 avg score 0.4779 < final_threshold 0.6
Purchase cost,Pricing Model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.1667; semantic=0.5547; sequence_match=0.3333,False,0.4775,False,top-3 avg score 0.4775 < final_threshold 0.6
PROcess,Free,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.2857; semantic=0.4733; sequence_match=0.3636,False,0.4774,False,top-3 avg score 0.4774 < final_threshold 0.6
application programming interface,Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5690; levenshtein=0.1935; semantic=0.5372; sequence_match=0.3256,False,0.4773,False,top-3 avg score 0.4773 < final_threshold 0.6
Maintained,Valid Input Specification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5729; levenshtein=0.2174; semantic=0.4343; sequence_match=0.4242,False,0.4771,False,top-3 avg score 0.4771 < final_threshold 0.6
plain text file format,Valid Input Specification,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6067; levenshtein=0.2174; semantic=0.3950; sequence_match=0.4286,False,0.4767,False,top-3 avg score 0.4767 < final_threshold 0.6
programming language,Data Tool Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5404; levenshtein=0.2632; semantic=0.5144; sequence_match=0.3750,False,0.4766,False,top-3 avg score 0.4766 < final_threshold 0.6
software developer organization,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4904; levenshtein=0.1724; semantic=0.6057; sequence_match=0.3333,False,0.4765,False,top-3 avg score 0.4765 < final_threshold 0.6
.csv,Web Service,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6222; levenshtein=0.2000; semantic=0.6064; sequence_match=0.1538,False,0.4762,False,top-3 avg score 0.4762 < final_threshold 0.6
desktop graphical user interface,Open Source Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5883; levenshtein=0.1724; semantic=0.5584; sequence_match=0.2800,False,0.4756,False,top-3 avg score 0.4756 < final_threshold 0.6
CEL ASCII format,Developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5767; levenshtein=0.1429; semantic=0.5020; sequence_match=0.3478,False,0.4755,False,top-3 avg score 0.4755 < final_threshold 0.6
