prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has license,has license,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has version,has version,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,implements,implemented in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9185; levenshtein=0.6923; semantic=0.8329; sequence_match=0.7826,False,0.8446,True,selected
ObjectProperty,has version,is platform for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4026; levenshtein=0.2308; semantic=0.4512; sequence_match=0.2609,False,0.3715,False,top-3 avg score 0.3715 < final_threshold 0.7
ObjectProperty,has output,is capability of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4101; levenshtein=0.1429; semantic=0.5281; sequence_match=0.1739,False,0.3707,False,top-3 avg score 0.3707 < final_threshold 0.7
ObjectProperty,has clause,is developer of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4103; levenshtein=0.0769; semantic=0.4285; sequence_match=0.2727,False,0.3705,False,top-3 avg score 0.3705 < final_threshold 0.7
ObjectProperty,uses software,can work with output of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4266; levenshtein=0.1053; semantic=0.4910; sequence_match=0.1935,False,0.3704,False,top-3 avg score 0.3704 < final_threshold 0.7
ObjectProperty,has output,is platform for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5134; levenshtein=0.1538; semantic=0.4156; sequence_match=0.1818,False,0.3703,False,top-3 avg score 0.3703 < final_threshold 0.7
ObjectProperty,has output,is implementation of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0556; semantic=0.4882; sequence_match=0.1481,False,0.3695,False,top-3 avg score 0.3695 < final_threshold 0.7
ObjectProperty,has specified data output,is developer of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4930; levenshtein=0.1818; semantic=0.3865; sequence_match=0.2286,False,0.3694,False,top-3 avg score 0.3694 < final_threshold 0.7
ObjectProperty,has specified data input,is developer of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4811; levenshtein=0.1429; semantic=0.3905; sequence_match=0.2353,False,0.369,False,top-3 avg score 0.3690 < final_threshold 0.7
ObjectProperty,is developed by,runs on platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4478; levenshtein=0.0714; semantic=0.4328; sequence_match=0.2222,False,0.3676,False,top-3 avg score 0.3676 < final_threshold 0.7
ObjectProperty,has declared status,is license of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5217; levenshtein=0.2353; semantic=0.3443; sequence_match=0.2143,False,0.3671,False,top-3 avg score 0.3671 < final_threshold 0.7
ObjectProperty,has function,is license of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4924; levenshtein=0.0909; semantic=0.4246; sequence_match=0.1818,False,0.3663,False,top-3 avg score 0.3663 < final_threshold 0.7
ObjectProperty,has input,is export format of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.4290; sequence_match=0.1667,False,0.3652,False,top-3 avg score 0.3652 < final_threshold 0.7
ObjectProperty,has version,created data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.0909; semantic=0.4900; sequence_match=0.1905,False,0.3645,False,top-3 avg score 0.3645 < final_threshold 0.7
ObjectProperty,has function,is writable by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4823; levenshtein=0.0000; semantic=0.5233; sequence_match=0.0870,False,0.3642,False,top-3 avg score 0.3642 < final_threshold 0.7
ObjectProperty,uses platform,can work with output of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4313; levenshtein=0.1053; semantic=0.4674; sequence_match=0.1935,False,0.3641,False,top-3 avg score 0.3641 < final_threshold 0.7
ObjectProperty,has declared status,is performed by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.4262; levenshtein=0.2353; semantic=0.3305; sequence_match=0.3333,False,0.3634,False,top-3 avg score 0.3634 < final_threshold 0.7
ObjectProperty,has declared status,is capability of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4827; levenshtein=0.1765; semantic=0.4137; sequence_match=0.1935,False,0.3633,False,top-3 avg score 0.3633 < final_threshold 0.7
ObjectProperty,is developed by,can write format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4817; levenshtein=0.0714; semantic=0.3858; sequence_match=0.2222,False,0.3632,False,top-3 avg score 0.3632 < final_threshold 0.7
ObjectProperty,implements,is export format of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4708; levenshtein=0.1875; semantic=0.3851; sequence_match=0.2308,False,0.3622,False,top-3 avg score 0.3622 < final_threshold 0.7
ObjectProperty,implements,is output format of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4667; levenshtein=0.1875; semantic=0.3845; sequence_match=0.2308,False,0.3607,False,top-3 avg score 0.3607 < final_threshold 0.7
ObjectProperty,has license,created data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.0000; semantic=0.4770; sequence_match=0.1905,False,0.3602,False,top-3 avg score 0.3602 < final_threshold 0.7
ObjectProperty,has declared status,runs on platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4171; levenshtein=0.1765; semantic=0.4032; sequence_match=0.2581,False,0.3595,False,top-3 avg score 0.3595 < final_threshold 0.7
ObjectProperty,has license,runs on platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3937; levenshtein=0.1429; semantic=0.5162; sequence_match=0.1667,False,0.3588,False,top-3 avg score 0.3588 < final_threshold 0.7
ObjectProperty,has function,is developer of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4452; levenshtein=0.0769; semantic=0.4592; sequence_match=0.1667,False,0.357,False,top-3 avg score 0.3570 < final_threshold 0.7
ObjectProperty,has clause,is platform for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4103; levenshtein=0.1538; semantic=0.3858; sequence_match=0.2727,False,0.3563,False,top-3 avg score 0.3563 < final_threshold 0.7
ObjectProperty,has output,is writable by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.0833; semantic=0.5565; sequence_match=0.0952,False,0.3561,False,top-3 avg score 0.3561 < final_threshold 0.7
ObjectProperty,has version,is export format of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4708; levenshtein=0.1250; semantic=0.4433; sequence_match=0.1538,False,0.356,False,top-3 avg score 0.3560 < final_threshold 0.7
ObjectProperty,has clause,is software type of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4815; levenshtein=0.1875; semantic=0.3961; sequence_match=0.1600,False,0.355,False,top-3 avg score 0.3550 < final_threshold 0.7
ObjectProperty,has function,is output worked with by,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4348; levenshtein=0.1500; semantic=0.4795; sequence_match=0.0645,False,0.3548,False,top-3 avg score 0.3548 < final_threshold 0.7
ObjectProperty,has declared status,is output worked with by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4444; levenshtein=0.1500; semantic=0.3479; sequence_match=0.2703,False,0.3542,False,top-3 avg score 0.3542 < final_threshold 0.7
ObjectProperty,has clause,is performed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4587; levenshtein=0.0769; semantic=0.4218; sequence_match=0.1818,False,0.3541,False,top-3 avg score 0.3541 < final_threshold 0.7
ObjectProperty,uses software,is capability of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3770; levenshtein=0.0714; semantic=0.4543; sequence_match=0.2308,False,0.354,False,top-3 avg score 0.3540 < final_threshold 0.7
ObjectProperty,implements,can work with output of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3749; levenshtein=0.1053; semantic=0.4792; sequence_match=0.2069,False,0.3536,False,top-3 avg score 0.3536 < final_threshold 0.7
ObjectProperty,has clause,is implementation of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4722; levenshtein=0.1111; semantic=0.4766; sequence_match=0.0741,False,0.3533,False,top-3 avg score 0.3533 < final_threshold 0.7
ObjectProperty,has license,is export format of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3847; levenshtein=0.0000; semantic=0.4435; sequence_match=0.2308,False,0.353,False,top-3 avg score 0.3530 < final_threshold 0.7
ObjectProperty,has input,is developer of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.0769; semantic=0.4421; sequence_match=0.1905,False,0.3522,False,top-3 avg score 0.3522 < final_threshold 0.7
ObjectProperty,has clause,can read format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4174; levenshtein=0.1538; semantic=0.4575; sequence_match=0.1818,False,0.3522,False,top-3 avg score 0.3522 < final_threshold 0.7
ObjectProperty,is software for,implemented in,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3761; levenshtein=0.1538; semantic=0.4496; sequence_match=0.2308,False,0.3521,False,top-3 avg score 0.3521 < final_threshold 0.7
ObjectProperty,has format specification,is writable by,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4798; levenshtein=0.1364; semantic=0.4373; sequence_match=0.1176,False,0.3512,False,top-3 avg score 0.3512 < final_threshold 0.7
ObjectProperty,has declared status,is platform for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4262; levenshtein=0.1765; semantic=0.3590; sequence_match=0.2667,False,0.3506,False,top-3 avg score 0.3506 < final_threshold 0.7
ObjectProperty,has format specification,is readable by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4146; levenshtein=0.1364; semantic=0.4591; sequence_match=0.1765,False,0.3501,False,top-3 avg score 0.3501 < final_threshold 0.7
ObjectProperty,has format specification,created by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3754; levenshtein=0.1818; semantic=0.4154; sequence_match=0.2581,False,0.3496,False,top-3 avg score 0.3496 < final_threshold 0.7
ObjectProperty,has license,can read format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4026; levenshtein=0.0769; semantic=0.4713; sequence_match=0.1739,False,0.3493,False,top-3 avg score 0.3493 < final_threshold 0.7
ObjectProperty,is encoded in,has capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5012; levenshtein=0.1538; semantic=0.3743; sequence_match=0.1667,False,0.3474,False,top-3 avg score 0.3474 < final_threshold 0.7
ObjectProperty,has input,is performed by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.0000; semantic=0.4269; sequence_match=0.1905,False,0.3472,False,top-3 avg score 0.3472 < final_threshold 0.7
ObjectProperty,uses software,has capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3825; levenshtein=0.0769; semantic=0.4958; sequence_match=0.1600,False,0.3461,False,top-3 avg score 0.3461 < final_threshold 0.7
ObjectProperty,has clause,can write format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.0714; semantic=0.4593; sequence_match=0.1739,False,0.346,False,top-3 avg score 0.3460 < final_threshold 0.7
ObjectProperty,has license,is platform for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4859; levenshtein=0.0769; semantic=0.4640; sequence_match=0.0870,False,0.3456,False,top-3 avg score 0.3456 < final_threshold 0.7
ObjectProperty,has declared status,is output format of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4689; levenshtein=0.1765; semantic=0.3222; sequence_match=0.2424,False,0.3445,False,top-3 avg score 0.3445 < final_threshold 0.7
ObjectProperty,is software for,created by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4103; levenshtein=0.1538; semantic=0.4387; sequence_match=0.1818,False,0.3436,False,top-3 avg score 0.3436 < final_threshold 0.7
ObjectProperty,has declared status,implemented in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4262; levenshtein=0.1765; semantic=0.4022; sequence_match=0.2000,False,0.3428,False,top-3 avg score 0.3428 < final_threshold 0.7
ObjectProperty,is alternative format of,created by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4646; levenshtein=0.1905; semantic=0.3634; sequence_match=0.2000,False,0.3426,False,top-3 avg score 0.3426 < final_threshold 0.7
ObjectProperty,has output,is performed by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4103; levenshtein=0.0769; semantic=0.4357; sequence_match=0.1818,False,0.3426,False,top-3 avg score 0.3426 < final_threshold 0.7
ObjectProperty,has clause,is output worked with by,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4944; levenshtein=0.1000; semantic=0.4332; sequence_match=0.0690,False,0.3426,False,top-3 avg score 0.3426 < final_threshold 0.7
ObjectProperty,has function,is export format of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4545; levenshtein=0.1250; semantic=0.4233; sequence_match=0.1481,False,0.342,False,top-3 avg score 0.3420 < final_threshold 0.7
ObjectProperty,implements,has software type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3889; levenshtein=0.0667; semantic=0.4742; sequence_match=0.1600,False,0.341,False,top-3 avg score 0.3410 < final_threshold 0.7
ObjectProperty,is alternative format of,has capability,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5287; levenshtein=0.1905; semantic=0.3012; sequence_match=0.1765,False,0.3401,False,top-3 avg score 0.3401 < final_threshold 0.7
ObjectProperty,has output,is license of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4007; levenshtein=0.0000; semantic=0.4171; sequence_match=0.2000,False,0.3393,False,top-3 avg score 0.3393 < final_threshold 0.7
ObjectProperty,is developed by,is input format of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4415; levenshtein=0.2000; semantic=0.3566; sequence_match=0.2143,False,0.3374,False,top-3 avg score 0.3374 < final_threshold 0.7
ObjectProperty,has clause,can work with output of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3860; levenshtein=0.1053; semantic=0.4833; sequence_match=0.1429,False,0.3374,False,top-3 avg score 0.3374 < final_threshold 0.7
ObjectProperty,has input,is readable by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.0833; semantic=0.4771; sequence_match=0.1000,False,0.3359,False,top-3 avg score 0.3359 < final_threshold 0.7
ObjectProperty,has declared status,is input format of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4758; levenshtein=0.1765; semantic=0.2799; sequence_match=0.2500,False,0.3352,False,top-3 avg score 0.3352 < final_threshold 0.7
ObjectProperty,is encoded in,can work with output of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4414; levenshtein=0.1053; semantic=0.4278; sequence_match=0.1333,False,0.3342,False,top-3 avg score 0.3342 < final_threshold 0.7
ObjectProperty,has interface,is output worked with by,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4222; levenshtein=0.1000; semantic=0.4803; sequence_match=0.0625,False,0.3342,False,top-3 avg score 0.3342 < final_threshold 0.7
ObjectProperty,has declared status,is used by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4060; levenshtein=0.1765; semantic=0.3544; sequence_match=0.2400,False,0.3335,False,top-3 avg score 0.3335 < final_threshold 0.7
ObjectProperty,is software for,has capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4359; levenshtein=0.0769; semantic=0.4086; sequence_match=0.1538,False,0.3328,False,top-3 avg score 0.3328 < final_threshold 0.7
ObjectProperty,has declared status,can work with output of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4451; levenshtein=0.1579; semantic=0.3851; sequence_match=0.1667,False,0.3323,False,top-3 avg score 0.3323 < final_threshold 0.7
ObjectProperty,has clause,is export format of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3958; levenshtein=0.0625; semantic=0.4335; sequence_match=0.1600,False,0.3298,False,top-3 avg score 0.3298 < final_threshold 0.7
ObjectProperty,has version,is output worked with by,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4500; levenshtein=0.1000; semantic=0.4376; sequence_match=0.0667,False,0.3292,False,top-3 avg score 0.3292 < final_threshold 0.7
ObjectProperty,has license,can work with output of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3702; levenshtein=0.1053; semantic=0.4915; sequence_match=0.0690,False,0.3223,False,top-3 avg score 0.3223 < final_threshold 0.7
ObjectProperty,is software for,created data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3901; levenshtein=0.0769; semantic=0.3988; sequence_match=0.1667,False,0.3185,False,top-3 avg score 0.3185 < final_threshold 0.7
ObjectProperty,is developed by,can work with output of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3518; levenshtein=0.1053; semantic=0.4162; sequence_match=0.1875,False,0.3185,False,top-3 avg score 0.3185 < final_threshold 0.7
ObjectProperty,is encoded in,can perform task,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4665; levenshtein=0.1429; semantic=0.3433; sequence_match=0.0800,False,0.3175,False,top-3 avg score 0.3175 < final_threshold 0.7
ObjectProperty,has version,is output format of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3833; levenshtein=0.1250; semantic=0.4122; sequence_match=0.1538,False,0.3165,False,top-3 avg score 0.3165 < final_threshold 0.7
ObjectProperty,is developed by,can perform task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3706; levenshtein=0.0714; semantic=0.4191; sequence_match=0.1481,False,0.3126,False,top-3 avg score 0.3126 < final_threshold 0.7
ObjectProperty,is developed by,can read format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3761; levenshtein=0.0769; semantic=0.3840; sequence_match=0.1538,False,0.3046,False,top-3 avg score 0.3046 < final_threshold 0.7
ObjectProperty,has output,is readable by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2963; levenshtein=0.0833; semantic=0.5187; sequence_match=0.0952,False,0.3034,False,top-3 avg score 0.3034 < final_threshold 0.7
ObjectProperty,implements,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2778; levenshtein=0.0667; semantic=0.4716; sequence_match=0.1600,False,0.3031,False,top-3 avg score 0.3031 < final_threshold 0.7
ObjectProperty,is developed by,has input format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3645; levenshtein=0.0714; semantic=0.3947; sequence_match=0.1481,False,0.3024,False,top-3 avg score 0.3024 < final_threshold 0.7
ObjectProperty,has clause,is input format of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4000; levenshtein=0.0667; semantic=0.4103; sequence_match=0.0833,False,0.2979,False,top-3 avg score 0.2979 < final_threshold 0.7
ObjectProperty,has clause,is output format of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3958; levenshtein=0.0625; semantic=0.4061; sequence_match=0.0800,False,0.294,False,top-3 avg score 0.2940 < final_threshold 0.7
ObjectProperty,has output,implemented in,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2920; levenshtein=0.0769; semantic=0.4873; sequence_match=0.0909,False,0.2901,False,top-3 avg score 0.2901 < final_threshold 0.7
ObjectProperty,has license,is output worked with by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3722; levenshtein=0.0500; semantic=0.4164; sequence_match=0.0667,False,0.2851,False,top-3 avg score 0.2851 < final_threshold 0.7
ObjectProperty,has license,is input format of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.3889; levenshtein=0.0000; semantic=0.3826; sequence_match=0.0800,False,0.2838,False,top-3 avg score 0.2838 < final_threshold 0.7
ObjectProperty,has function,is readable by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2828; levenshtein=0.0000; semantic=0.4785; sequence_match=0.0870,False,0.2828,False,top-3 avg score 0.2828 < final_threshold 0.7
ObjectProperty,has license,is output format of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2750; levenshtein=0.0000; semantic=0.4041; sequence_match=0.0769,False,0.252,False,top-3 avg score 0.2520 < final_threshold 0.7
DatatypeProperty,has release date,last release date,sequence_match+jaro_winkler+levenshtein,jaro_winkler=0.8805; levenshtein=0.8667; semantic=0.7995; sequence_match=0.8966,False,0.8812,True,selected
DatatypeProperty,has documentation,documentation URL,semantic+sequence_match+jaro_winkler,jaro_winkler=0.7724; levenshtein=0.6250; semantic=0.8241; sequence_match=0.8125,False,0.803,True,selected
DatatypeProperty,has support URL,support email,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7607; levenshtein=0.4615; semantic=0.7475; sequence_match=0.6400,False,0.7161,True,selected
DatatypeProperty,has release date,version release date,semantic+sequence_match+jaro_winkler,jaro_winkler=0.7024; levenshtein=0.6667; semantic=0.8296; sequence_match=0.7500,False,0.7606,False,gold already mapped to 'last release date'
DatatypeProperty,has download location,download URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6528; levenshtein=0.4211; semantic=0.8003; sequence_match=0.6000,False,0.6844,False,top-3 avg score 0.6844 < final_threshold 0.7
DatatypeProperty,has support URL,has community support,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6479; levenshtein=0.3684; semantic=0.7091; sequence_match=0.6250,False,0.6607,False,top-3 avg score 0.6607 < final_threshold 0.7
DatatypeProperty,has documentation,has community support,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7974; levenshtein=0.3684; semantic=0.5823; sequence_match=0.4571,False,0.6123,False,top-3 avg score 0.6123 < final_threshold 0.7
DatatypeProperty,has website homepage,homepage URL,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4453; levenshtein=0.2778; semantic=0.8027; sequence_match=0.5517,False,0.5999,False,top-3 avg score 0.5999 < final_threshold 0.7
DatatypeProperty,has support URL,help URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5430; levenshtein=0.3846; semantic=0.7536; sequence_match=0.5000,False,0.5989,False,top-3 avg score 0.5989 < final_threshold 0.7
DatatypeProperty,has download location,allows collaboration,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.7930; levenshtein=0.4737; semantic=0.4414; sequence_match=0.5263,False,0.5977,False,top-3 avg score 0.5977 < final_threshold 0.7
DatatypeProperty,has release date,creation date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5516; levenshtein=0.4286; semantic=0.6509; sequence_match=0.5385,False,0.5803,False,top-3 avg score 0.5803 < final_threshold 0.7
DatatypeProperty,has support URL,homepage URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6134; levenshtein=0.3846; semantic=0.6804; sequence_match=0.4167,False,0.5702,False,top-3 avg score 0.5702 < final_threshold 0.7
DatatypeProperty,has documentation,has algorithm modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.4167; semantic=0.5132; sequence_match=0.5000,False,0.5599,False,top-3 avg score 0.5599 < final_threshold 0.7
DatatypeProperty,has support URL,supports XML editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6197; levenshtein=0.2778; semantic=0.5336; sequence_match=0.5161,False,0.5565,False,top-3 avg score 0.5565 < final_threshold 0.7
DatatypeProperty,has documentation,is maintained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6227; levenshtein=0.2500; semantic=0.6113; sequence_match=0.4286,False,0.5542,False,top-3 avg score 0.5542 < final_threshold 0.7
DatatypeProperty,has documentation,creation date,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6597; levenshtein=0.1875; semantic=0.4991; sequence_match=0.5000,False,0.5529,False,top-3 avg score 0.5529 < final_threshold 0.7
DatatypeProperty,has documentation,allows collaboration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6047; levenshtein=0.3684; semantic=0.5628; sequence_match=0.4571,False,0.5415,False,top-3 avg score 0.5415 < final_threshold 0.7
DatatypeProperty,has download location,has algorithm modification,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6782; levenshtein=0.4583; semantic=0.4400; sequence_match=0.4651,False,0.5339,False,top-3 avg score 0.5339 < final_threshold 0.7
DatatypeProperty,has support URL,documentation URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5634; levenshtein=0.2500; semantic=0.6896; sequence_match=0.3448,False,0.5326,False,top-3 avg score 0.5326 < final_threshold 0.7
DatatypeProperty,has website homepage,is web service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5787; levenshtein=0.3889; semantic=0.5521; sequence_match=0.4667,False,0.5325,False,top-3 avg score 0.5325 < final_threshold 0.7
DatatypeProperty,has release date,is free,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.2143; semantic=0.4943; sequence_match=0.4000,False,0.515,False,top-3 avg score 0.5150 < final_threshold 0.7
DatatypeProperty,has download location,documentation URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5306; levenshtein=0.2105; semantic=0.5545; sequence_match=0.4571,False,0.5141,False,top-3 avg score 0.5141 < final_threshold 0.7
DatatypeProperty,has documentation,is open source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5784; levenshtein=0.2500; semantic=0.5919; sequence_match=0.3571,False,0.5091,False,top-3 avg score 0.5091 < final_threshold 0.7
DatatypeProperty,has release date,license name,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6025; levenshtein=0.3571; semantic=0.5006; sequence_match=0.4000,False,0.501,False,top-3 avg score 0.5010 < final_threshold 0.7
DatatypeProperty,has documentation,support email,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6389; levenshtein=0.2500; semantic=0.6128; sequence_match=0.1429,False,0.5006,False,top-3 avg score 0.5006 < final_threshold 0.7
DatatypeProperty,has support URL,download URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5464; levenshtein=0.3077; semantic=0.6077; sequence_match=0.3333,False,0.4958,False,top-3 avg score 0.4958 < final_threshold 0.7
DatatypeProperty,has documentation,name,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6458; levenshtein=0.1875; semantic=0.5339; sequence_match=0.3000,False,0.4933,False,top-3 avg score 0.4933 < final_threshold 0.7
DatatypeProperty,has documentation,is proprietary,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5011; levenshtein=0.2500; semantic=0.6268; sequence_match=0.3448,False,0.4909,False,top-3 avg score 0.4909 < final_threshold 0.7
DatatypeProperty,has support URL,is open source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.2308; semantic=0.5149; sequence_match=0.4000,False,0.4859,False,top-3 avg score 0.4859 < final_threshold 0.7
DatatypeProperty,has release date,has algorithm modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5985; levenshtein=0.2917; semantic=0.4804; sequence_match=0.3684,False,0.4824,False,top-3 avg score 0.4824 < final_threshold 0.7
DatatypeProperty,has documentation,homepage URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5290; levenshtein=0.2500; semantic=0.5475; sequence_match=0.3704,False,0.4823,False,top-3 avg score 0.4823 < final_threshold 0.7
DatatypeProperty,has documentation,file extension,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5158; levenshtein=0.3125; semantic=0.5816; sequence_match=0.3448,False,0.4808,False,top-3 avg score 0.4808 < final_threshold 0.7
DatatypeProperty,has download location,creation date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5497; levenshtein=0.2105; semantic=0.4830; sequence_match=0.3871,False,0.4733,False,top-3 avg score 0.4733 < final_threshold 0.7
DatatypeProperty,has release date,new features,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5693; levenshtein=0.1429; semantic=0.5210; sequence_match=0.3200,False,0.4701,False,top-3 avg score 0.4701 < final_threshold 0.7
DatatypeProperty,has website homepage,has community support,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5838; levenshtein=0.2632; semantic=0.4996; sequence_match=0.3243,False,0.4693,False,top-3 avg score 0.4693 < final_threshold 0.7
DatatypeProperty,has download location,is open source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5599; levenshtein=0.2105; semantic=0.5116; sequence_match=0.3226,False,0.4647,False,top-3 avg score 0.4647 < final_threshold 0.7
